formulary_name,med_name_generic,med_action_dose_unit
RifaMPIN 3mg/mL/NS neonate syringe,rifaMPIN in NS syringe,Not Recorded
RifaMPIN 600 mg inj,rifaMPIN,Not Recorded
Rocuronium 10 mg/mL 10 mL inj,rocuronium,Not Recorded
Rocuronium 10 mg/mL 5 mL inj,rocuronium,Not Recorded
Rocuronium 10 mg/mL 5 mL syringe,rocuronium,Not Recorded
Rocuronium 10 mg/mL per mL,rocuronium,Not Recorded
Rocuronium 10mg/mL 5mL OR syringe,rocuronium,Not Recorded
Ropivacaine 0.5% 30 mL syringe (EUOSH),ropivacaine 0.5%,Not Recorded
Ropivacaine 1% 10mg/mL 20mL,ropivacaine 1%,Not Recorded
Ropivacaine 2 mg/mL 100 mL inj,ropivacaine 0.2%,Not Recorded
Ropivacaine 5 mg/mL 30 mL inj,ropivacaine 0.5%,Not Recorded
Ropivacaine 7.5 mg/mL 20 mL inj,ropivacaine 0.75%,Not Recorded
SJH hyperalimentation 1200-2200mL,hyperalimentation 1200-2200mL,Not Recorded
SJH hyperalimentation <1200mL,hyperalimentation <1200mL,Not Recorded
SJH hyperalimentation >2200mL,hyperalimentation >2200mL,Not Recorded
SMOFlipid 20% 100 mL (Neonate),fat emulsion 20% (SMOFlipid),Not Recorded
SMX-TMP 800 mg-160 mg/20 mL suspension,sulfamethoxazole-trimethoprim,Not Recorded
SUMAtriptan 6mg/0.5mL inj,SUMAtriptan succinate,Not Recorded
SUfentanil 100 mcg/2 mL inj,SUfentanil,Not Recorded
SUfentanil 250 mcg/5 mL inj,SUfentanil,Not Recorded
SUfentanil 50 mcg/1 mL inj,SUFentanil,Not Recorded
Sargramustim 250 mcg inj,sargramostim,Not Recorded
Scopolamine 0.4 mg/ 1 mL inj,scopolamine,Not Recorded
Scopolamine patch,scopolamine,Not Recorded
Secretin 16mcg synthetic human,secretin,Not Recorded
Selenium 400 mcg/10 mL inj,Selenious acid,Not Recorded
Selenium 600 mcg/10 mL inj,Selenious acid,Not Recorded
Sildenafil 10 mg/12.5 mL inj.,sildenafil,Not Recorded
Siltuximab 400 mg inj,siltuximab,Not Recorded
Sincalide 5 mcg inj,sincalide,Not Recorded
Sirolimus 0.5 mg tab,sirolimus,Not Recorded
Sodium  Bicarb. 0.5mEq/1mL neonate syringe,sod. bicarbonate in syringe,Not Recorded
Sodium  Bicarbonate 0.25mEq/1mL neonate syringe,sod bicarbonate in syringe,Not Recorded
Sodium  Bicarbonate 0.5meq/mL neonate syringe,sod bicarbonate,Not Recorded
Sodium  Bicarbonate 2.5 mEq/5mL inj,sod bicarbonate inj,Not Recorded
Sodium  Bicarbonate 5 mEq/10mL syringe,sod bicarbonate inj,Not Recorded
Sodium Acetate 2 mEq/mL 20 mL inj,sodium acetate,Not Recorded
Sodium Acetate 2 mEq/mL inj,sodium acetate,Not Recorded
Sodium Bicarb 10 mEq/10 mL  inj,sodium bicarbonate,Not Recorded
Sodium Bicarb 50 mEq/50 mL  vial,sodium bicarbonate,Not Recorded
Sodium Bicarb 50 mEq/50 mL ADD,sodium bicarbonate,Not Recorded
Sodium Bicarb 50 mEq/50 mL vial CMPD,sodium bicarbonate,Not Recorded
Sodium Bicarb 50 mEq/50mL syringe,sodium bicarbonate,Not Recorded
Sodium Bicarbonate 650 mg tab,sodium bicarbonate,Not Recorded
Sodium Chloride 0.9% (50mL vial) for Remodulin,ns 50mL vial,Not Recorded
Sodium Chloride 0.9% 5mL Flush syr. (neonate),sodium chloride flush,Not Recorded
Sodium Chloride 3% 4mL inhalation soln.,sodium chloride 3%,Not Recorded
Sodium Glycerophosphate 20mmol/20mL inj,sodium glycerophosphate,Not Recorded
Sodium Phosphat 3 mm/mL 50 mL inj,sodium phosphate,Not Recorded
Sodium Phosphate 3mmol/ml  15 mL inj,sodium phosphate,Not Recorded
Sodium Tetradecyl sulfate 1% inj,sodium tetradecyl sulfate,Not Recorded
Sodium Tetradecyl sulfate 3% inj,sodium tetradecyl 3%,Not Recorded
Sodium Thiosulfate 25% 50 mL inj,sodium thiosulfate 25%,Not Recorded
Sodium benzoate-Sodium phenylacetate 10%,sod.benzoate-sod.phenylacetate,Not Recorded
Standard PAL Line IV fluid,Standard PAL Line fluid,Not Recorded
Standard UAC Line IV fluid,Standard UAC Line fluid,Not Recorded
Standard UVC Line IV fluid,Standard UVC Line fluid,Not Recorded
Sterile/Free Water flush,"water, sterile/free flush",Not Recorded
Streptomycin 1 gm inj,streptomycin,Not Recorded
Streptozocin 1gm inj,streptozocin,Not Recorded
Succinylcholine 20 mg/mL OR syringe,succinylcholine,Not Recorded
Succinylcholine 200 mg/10 mL inj,succinylcholine,Not Recorded
Succinylcholine 200 mg/10 ml syringe (EUOSH),succinylcholine,Not Recorded
Succinylcholine 200mg syr for pyxis,succinylchloline,Not Recorded
Succinylcholine 20mg/mL 10mL syringe,succinylcholine,Not Recorded
Succinylcholine 20mg/mL 5mL syringe,succinylcholine,Not Recorded
Succinylcholine 20mg/ml 10ml OR syringe,succinylcholine,Not Recorded
Succinylcholine 60 mg/3 mL syringe,succinylcholine,Not Recorded
Sugammadex 200 mg/2mL inj,sugammadex,Not Recorded
Sugammadex 500 mg/5mL inj,sugammadex,Not Recorded
Sulfamethoxazole-Trimethoprim 80mg-16  mg/mL 10mL inj,sulfamethoxazole-trimethoprim,Not Recorded
Sulfamethoxazole-Trimethoprim 80mg-16 mg/mL inj,sulfamethoxazole-trimethoprim,Not Recorded
"Syringe, chemo","Syringe, chemo",Not Recorded
TACRolimus 0.5 mg cap,TACRolimus,Not Recorded
TACRolimus 1 mg cap,TACRolimus,Not Recorded
TACRolimus 5mg inj,TACRolimus,Not Recorded
TBO-filgrastim 300 mcg/0.5 mL inj,TBO-filgrastim,Not Recorded
TIGEcycline 50 mg inj,TIGEcycline,Not Recorded
TOPOtecan 4 mg/ 4 mL inj,TOPOtecan,Not Recorded
Tamsulosin 0.4  mg cap,tamsulosin,Not Recorded
Telavancin 250 mg inj,telavancin,Not Recorded
Telavancin 750 mg inj,telavancin,Not Recorded
Temsirolimus 25 mg/mL inj.,temsirolimus,Not Recorded
Terbutaline 1 mg/1 mL inj,terbutaline,Not Recorded
"Tetanus/Diphtheria/Pertussis, Acel (Tdap) 0.5 mL","tetanus/diphtheria/pertussis, acel (Tdap)",Not Recorded
Tetanus/Dipth. Tox. Adsb. 0.5 ml inj,Tetanus/Diptheria toxoid,Not Recorded
Tetracaine 1% 2mL inj,tetracaine 1%,Not Recorded
Thiamine 100 mg/ml 2mL inj,thiamine,Not Recorded
Thiamine 100 mg/ml 2mL inj FOR COMPOUNDING USE,thiamine,Not Recorded
Thiotepa 15 mg inj,thiotepa,Not Recorded
Thrombin 5000 unit recombinant powder,thrombin,Not Recorded
Ticagrelor 90 mg tab,ticagrelor,Not Recorded
Ticar/Clav 3.1 IVPB,ticarcillin-clavulanate/ns,Not Recorded
Tirofiban 50 mcg/ mL 250 mL Drip*,tirofiban/ns,Not Recorded
Tobramycin 1.2gm/30ml Bulk Vial,tobramycin,Not Recorded
Tobramycin 80 mg/ 100 mL NS,tobramycin,Not Recorded
Tobramycin 80 mg/2 mL inj,tobramycin,Not Recorded
Tobramycin Intermittent Dosing by Pharmacist,tobramycin intermittent dosing,Not Recorded
Tocilizumab 200 mg/10mL inj,tocilizumab,Not Recorded
Tocilizumab 400 mg/20mL inj,tocilizumab,Not Recorded
Tolterodine 2 mg tab,tolterodine,Not Recorded
Tolterodine LA 4 mg cap,tolterodine LA,Not Recorded
Topiramate 100 mg tab,topiramate,Not Recorded
TraMADOL 50 mg tab,traMADOL,Not Recorded
Trabectedin 1mg inj.,trabectedin,Not Recorded
Trace Elements 10 mL inj,trace elements,Not Recorded
Tranexamic acid 100 mg/mL inj,tranexamic acid,Not Recorded
Tranexamic acid 1000 mg/NS 100mL,tranexamic acid,Not Recorded
Tranexamic acid 2gm bolus dose,tranexamic acid,Not Recorded
Tranexamic acid 650 mg tab,tranexamic acid,Not Recorded
Trastuzumab 150 mg inj,trastuzumab,Not Recorded
Trastuzumab 440 mg inj,trastuzumab,Not Recorded
Trepostinil 5 mg/mL 20mL inj,treprostinil,Not Recorded
Treprostinil 1 mg/mL 20mL inj,treprostinil,ng/kg/min
Treprostinil 10 mg/mL 20mL,treprostinil,Not Recorded
Treprostinil 2.5 mg/mL 20mL,treprostinil,Not Recorded
Treprostinil 20mg/20mL inj,trepostinil,Not Recorded
Treprostinil 20mg/20mL inj,treprostinil,Not Recorded
Tri-sodium Citrate,sod. citrate-citric acid,Not Recorded
Triamcinolone acet  40 mg/ 1 mL inj,triamcinolone,Not Recorded
Trimethobenzamide 200 mg/2 mL inj,trimethobenzamide,Not Recorded
Trisodium citrate solution,anticoag. sodium citrate,Not Recorded
Tromethamine 500 mL  Btl,tromethamine,Not Recorded
Ustekinumab 130mg/26mL inj,ustekinumab,Not Recorded
Valproate 250mg/5mL Liq,valproate,Not Recorded
Valproate Sodium 500 mg/ 5 mL inj,valproate,Not Recorded
Vancomycin 125 mg cap,vancomycin,Not Recorded
Vancomycin 1250mg/ NS 250mL IVPB,vancomycin/ns,Not Recorded
Vancomycin 1250mg/NS 250mL IVPB,vancomycin/ns,Not Recorded
Vancomycin 1500mg/500ml NS ivpb,vancomycin in ns,Not Recorded
Vancomycin 1500mg/NS ivpb (EUOSH ONLY),vancomycin in ns,Not Recorded
Vancomycin 1750mg/NS 500ml IVPB,vancomycin in ns,Not Recorded
Vancomycin 1gm inj,vancomycin,Not Recorded
Vancomycin 1gm/ 200mL Iso-Dex IVPB,vancomycin in D5W,Not Recorded
Vancomycin 1gm/NS 250mL IVPB,vancomycin in NS,Not Recorded
Vancomycin 1gm/NS 250ml  IVPB,vancomycin in ns,Not Recorded
Vancomycin 250 mg/5 mL oral soln.,vancomycin,Not Recorded
Vancomycin 500 mg inj,vancomycin,Not Recorded
Vancomycin 500 mg/100ml - Iso-Dex,vancomycin in iso-dex,Not Recorded
Vancomycin 500 mg/NS 100ml ivpb,vancomycin/ns,Not Recorded
Vancomycin 500mg (10gm vial),vancomycin,Not Recorded
Vancomycin 500mg in NS 500mL enema,vancomycin enema,Not Recorded
Vancomycin 5mg/mL/NS neonate syringe,vancomycin in NS syringe,Not Recorded
Vancomycin 750 mg inj.,vancomycin,Not Recorded
Vancomycin 750 mg/150 mL,vancomycin,Not Recorded
Vancomycin 750 mg/150 mL Iso-Dex,vancomycin in iso-dex,Not Recorded
Vancomycin Intermittent Dosing by Pharmacist,vancomycin intermittent dosing,Not Recorded
Vancomycin Intermittent Dosing by Pharmacist,vancomycin pulse dosing,Not Recorded
Vasopressin 20 unit/ml 10ml inj,vasopressin,Not Recorded
Vasopressin 20 units/ 1 mL (Vasostrict),vasopressin,Unit/Minute
Vasopressin 20 units/ 1 mL inj,vasopressin,Unit/Minute
Vasopressin/Placebo for study,vasopressin/placebo (P#IDS22),Not Recorded
Vecuronium 10 mg inj,vecuronium,Not Recorded
Vecuronium 1mg/mL 10mL syringe,vecuronium,Not Recorded
Vecuronium 1mg/mL neonate syringe,vecuronium in NS syringe,Not Recorded
Vecuronium 20 mg inj,vecuronium,Not Recorded
Vedolizumab 300 mg inj.,vedolizumab,Not Recorded
Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 300 mcg/3 mL,Not Recorded
Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 5 mg/50 mL,Not Recorded
Verapamil 5 mg/2 mL inj,verapamil,Not Recorded
VinBLAStine 10 mg/10 mL inj,vinBLAStine,Not Recorded
VinCRIStine 1 mg/mL inj,vinCRIStine,Not Recorded
VinORELBine 10 mg/1 mL inj,vinORELBine,Not Recorded
Vincristine 2 mg/ 2mL inj,vincristine,Not Recorded
Visipaque 320 mg 200 mL btl,iodixanol,Not Recorded
Voriconazole 200 mg inj,voriconazole,Not Recorded
Voriconazole 200 mg tab,voriconazole,Not Recorded
Voriconazole 50mg tab,voriconazole,Not Recorded
"Water, Sterile 100  mL bag","water, sterile",Not Recorded
"Water, Sterile 1000 mL IV bag","water, sterile bag",Not Recorded
"Water, Sterile 2 Liter bag","water, sterile",Not Recorded
"Water, Sterile 20 mL inj","water, sterile",Not Recorded
"Water, Sterile 50 mL inj","water, sterile",Not Recorded
"Water, Sterile Irrig 1500 mL","water, sterile irrig",Not Recorded
"Water,St. 1000 mL  irrigation btl","water, sterile irr btl",Not Recorded
"Water,Sterile 10 mL inj","water, sterile",Not Recorded
Zidovudine 200mg inj,zidovudine,Not Recorded
Zidovudine 4mg/mL/D5W neonate syringe,zidovudine in D5W syringe,Not Recorded
Zinc Sulfate 5 mg/mL inj,zinc sulfate,Not Recorded
Zinc Trace Element 10 mg/10 mL inj,zinc,Not Recorded
Zinecard 500 mg inj cardio tox,dexrazoxane,Not Recorded
Ziprasidone 20 mg/ 1 mL inj,ziprasidone,Not Recorded
Zoledronic 4 mg inj,zoledronic acid,Not Recorded
Zoledronic 4 mg/NS 100mL,zoledronic acid in ns,Not Recorded
Zoledronic acid 4 mg/100 mL premix IVPB,zoledronic acid,Not Recorded
Zoledronic acid 5 mg/100 mL IVPB,zoledronic acid,Not Recorded
acetaminophen 10 mg/mL neonate IVPB syringe,acetaminophen IVPB syringe,Not Recorded
acetaminophen-codeine 300 mg-15 mg tab,acetaminophen-codeine,Not Recorded
adenosine 200 mcg/20 mL syringe  CATH LAB ONLY,adenosine syringe CATH LAB ONLY,Not Recorded
adenosine 90 mg/90 mL NS CATH LAB,adenosine,Not Recorded
albuterol 2.5 mg/ 0.5 ml neb,albuterol,Not Recorded
albuterol 2.5 mg/0.5mL neb,albuterol,Not Recorded
albuterol 2.5 mg/3 mL neb,albuterol 0.083%,Not Recorded
alteplase 2 mg inj Syringe,alteplase,Milligram/Hour
alteplase STEMI bolus inj,alteplase,Not Recorded
alteplase inj for bolus,alteplase,Not Recorded
alteplase per 10 mg,alteplase,Milligram/Hour
alteplase per 12.5mg ADD,alteplase,Not Recorded
amiodarone 500 mg/250 mL CATH LAB,amiodarone,Not Recorded
amphotericin B lock soln. 2.5mg/ml 2ml syr.,amphotericin B lock soln.,Not Recorded
anti-inhibitor coagulant complex 1000 units,anti-inhibitor coagulant complex,Not Recorded
anti-inhibitor coagulant complex 2500 units,anti-inhibitor coagulant complex,Not Recorded
anti-inhibitor coagulant complex 50 units,anti-inhibitor coagulant complex,Not Recorded
anti-inhibitor coagulant complex 50 units inj,anti-inhibitor coagulant complex,Not Recorded
antihemophilic factor 8 recombinant 1000 units,factor 8,Not Recorded
antihemophilic factor 8 recombinant 1000 units,factor 8 (Kogenate),Not Recorded
antihemophilic factor 8 recombinant 1000 units inj,antihemophilic factor 8,Not Recorded
antihemophilic factor 8 recombinant 2000 units,factor 8,Not Recorded
antihemophilic factor 8 recombinant 2000 units,factor 8 (Kogenate),Not Recorded
antihemophilic factor 8 recombinant 250 units,factor 8,Not Recorded
antihemophilic factor 8 recombinant 3000 units,factor 8,Not Recorded
antihemophilic factor 8 recombinant 3000 units,factor 8 (Kogenate),Not Recorded
antihemophilic factor 8 recombinant 500 units,factor 8,Not Recorded
antihemophilic factor 8 recombinant 500 units,factor 8 (Kogenate),Not Recorded
antihemophilic factor-von Willebrand 500 units,antihemophilic F8-von Willebrand,Not Recorded
antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded
antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded
antihemophilic factor-von Willebrand factor (WILATE) 1000U,antihemoph-vonwillebrand (WILATE),Not Recorded
antihemophilic factor-von Willebrand factor (WILATE) 500U,antihemoph-vonwille WILATE,Not Recorded
antihemophilic factor-von Willebrand factor 1000 units,antihemophilic F8-von Willebrand,Not Recorded
antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded
antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded
antihemophilic factor-von Willebrand factor 1600 units,antihemophilic F8-von Willebrand,Not Recorded
antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded
antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded
antihemophilic factor-von Willebrand factor 2400 units,antihemophilic factor-von Willebrand factor,Not Recorded
aprepitant 130 mg inj,aprepitant,Not Recorded
arsenic trioxide 1 mg/mL 10 mL inj,arsenic trioxide,Not Recorded
arsenic trioxide 2 mg/mL injection,arsenic trioxide,Not Recorded
artesunate 110 mg IV inj,artesunate,Not Recorded
atropine-diphenoxylate 5 mg/10 mL UD liq,atropine-diphenoxylate,Not Recorded
aztreonam 1 gm inj,aztreonam,Not Recorded
aztreonam 2 gm inj,aztreonam,Not Recorded
bendamustine 45 mg/0.5mL inj,bendamustine,Not Recorded
bevacizumab-awwb 100mg/4mL inj,bevacizumab-awwb(MVASI),Not Recorded
bevacizumab-awwb 400mg/16mL inj,bevacizumab-awwb(MVASI),Not Recorded
"bottle, sterile","bottle, sterile",Not Recorded
cabazitaxel 60 mg/6 mL inj,cabazitaxel,Not Recorded
calcium carbonate 1250 mg (500 mg elemental) tab,calcium carbonate,Not Recorded
calcium gluconate 1 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded
calcium gluconate 1 gm/50 mL IVPB,calcium gluconate,Not Recorded
calcium gluconate 1 gm/50 mL NS IVPB,calcium gluconate NS,Not Recorded
calcium gluconate 10gm/100ml inj,calcium gluconate,Not Recorded
calcium gluconate 2 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded
calcium gluconate 3 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded
calcium gluconate 5 gm/50 mL inj,calcium gluconate,Grams/Hour
cangrelor 50 mg inj,cangrelor,Microgram/Kilogram/Minute
caplacizumab-yhdp 11 mg kit,caplacizumab-yhdp,Not Recorded
carfilzomib 10 mg inj,carfilzomib,Not Recorded
casirivimab 1332mg inj,casirivimab,Not Recorded
casirivimab 1332mg inj,casirivimab REGN 10933,Not Recorded
casirivimab 300mg inj,casirivimab REGN10933,Not Recorded
casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab,Not Recorded
casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab 600-600mg,Not Recorded
ceFAZolin 1 gm in NS 50mL ivpb,ceFAZolin in NS,Not Recorded
ceFAZolin 2 gm/50 mL IVPB,ceFAZolin,Not Recorded
ceFAZolin 2 gm/60 mL D5W IVPB,ceFAZolin,Not Recorded
cefEPIME 1gm inj,cefEPIME,Not Recorded
cefEPIME 2gm inj,cefEPIME,Not Recorded
cefOXiitin 1 gm inj,cefOXitin,Not Recorded
cefOXiitin 1 gm inj,cefoxitin,Not Recorded
cefOXiitin 2 gm inj,cefOXitin,Not Recorded
cefOXiitin 2 gm inj,cefoxitin,Not Recorded
cefTAZIDime 1gm inj,cefTAZIDime,Not Recorded
cefTAZIDime 2gm inj,cefTAZIDime,Not Recorded
cefTRIAXone 1 gm IV inj,cefTRIAXone,Not Recorded
cefTRIAXone 1gm IM inj,cefTRIAXone,Not Recorded
cefTRIAXone 1gm IM inj,ceftriaxone,Not Recorded
cefTRIAXone 2 gm IM inj,cefTRIAXone,Not Recorded
cefTRIAXone 2 gm inj,cefTRIAXone,Not Recorded
cefTRIAXone 2 gm inj,ceftriaxone,Not Recorded
cefTRIAXone 500mg IM inj,cefTRIAXone,Not Recorded
cefaZOLIN 1 gm OR syringe,cefaZOLIN,Not Recorded
cefaZOLIN 1 gm inj,cefaZOLIN,Not Recorded
cefaZOLIN 1 gm/50 mL Iso-Dex,cefaZOLIN in Iso-Dex,Not Recorded
cefaZOLIN 2 g/20 mL OR syringe,ceFAZolin,Not Recorded
cefaZOLIN 2 g/20 mL OR syringe,cefaZOLIN,Not Recorded
cefaZOLIN 2 gm OR syringe,cefaZOLIN,Not Recorded
cefaZOLIN 500 mg inj,cefaZOLIN,Not Recorded
cefepime 2 gm/NS 50 mL IVPB,cefepime,Not Recorded
cefiderocol 1 gm inj,cefiderocol,Not Recorded
chlorproMAZINE 50 mg/2mL inj,chlorproMAZINE,Not Recorded
clindamycin 6mg/1mL/NS neonate syringe,clindamycin in NS syringe,Not Recorded
clofarabine 20 mg/20mL inj,clofarabine,Not Recorded
coagulation factor IX recombinant 1000 units,factor 9,Not Recorded
coagulation factor IX recombinant 2000 units,factor 9,Not Recorded
coagulation factor IX recombinant 3000 units,factor 9,Not Recorded
coagulation factor IX recombinant inj,coagulation factor IX,Not Recorded
"coagulation factor Xa (recombinant), inactivated-zhzo (ANDEXXA)",coagulation factor Xa,Milligram/Hour
cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine liposomal-daunorubicin liposomal,Not Recorded
cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine-daunorubicin lipo,Not Recorded
deferoxamine 2 gm inj,deferoxamine,Not Recorded
defibrotide 80 mg/mL 2.5ml inj,defibrotide,Not Recorded
dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone,Not Recorded
dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone.,Not Recorded
dexamethasone 10 mg/mL 1 mL inj,dexamethasone,Not Recorded
dilTIAZem 5 mg/mL ADD,dilTIAZem,Milligram/Hour
droperidol 0.625 mg/mL/NS syr,droperidol,Not Recorded
"epoprostenol 750,000 ng (0.75mg) inhale (Veletri)",epoprostenol,Not Recorded
eravacycline 50 mg inj,eravacycline,Not Recorded
esmolol 10 mg/mL bolus from bag,esmolol,Not Recorded
fentaNYL 2 mcg/mL-ropiv 0.2% EPIDURAL 50mL,fentanyl-ropivacaine 0.2%,Not Recorded
fentaNYL 50 mcg/1 mL inj,fentaNYL,Not Recorded
fentanyl 500 mcg/50 mL PCA,fentaNYL pca,Not Recorded
fentanyl 600 mcg/60 mL PCA,fentanyl pca,Not Recorded
fluconazole 40 mg/mL UD Liquid,fluconazole,Not Recorded
gabapentin 300 mg/6 mL liq UD,gabapentin,Not Recorded
ganciclovir 2000 mcg/0.1 mL intravitreal inj,ganciclovir,Not Recorded
gemtuzumab ozogamicin 4.5 mg/4.5 mL inj,gemtuzumab ozogamicin,Not Recorded
glucarpidase 1000 units inj,glucarpidase,Not Recorded
glycopyrrolate 0.2 mg/mL 2 mL syringe,glycopyrrolate,Not Recorded
hePARIN Vas-Cath 1000 unit(s)/mL,hePARIN vascath,Not Recorded
hemin 350 mg inj,hemin,Not Recorded
heparin 100 units/mL re-bolus from bag,heparin,Not Recorded
heparin 5000 units inhale,heparin,Not Recorded
heparin 5000 units inhale,heparin inhale,Not Recorded
hepatitis B immune globulin /NS IVPB,hepatitis B immune glob./NS,Not Recorded
hepatitis B immune globulin /NS IVPB,hepatitis B immune globulin/NS IVPB,Not Recorded
imdevimab 1332mg inj,imdevimab,Not Recorded
imdevimab 1332mg inj,imdevimab REGN10987,Not Recorded
imdevimab 300mg inj,imdevimab REGN10987,Not Recorded
immune globulin intravenous 10% 10g (Gammagard S/D Low IgA),immune globulin intravenous 10%,Not Recorded
immune globulin intravenous 10% 5g (Gammagard  S/D Low IgA),immune globulin intravenous 10%,Not Recorded
inFLIXimab-dyyb (Inflectra) 100 mg inj,inFLIXimab-dyyb,Not Recorded
inFLIXimab-dyyb (Inflectra) 100 mg inj,inFLIXimab-dyyb (Inflectra),Not Recorded
indocyanine green 25 mg,indocyanine green,Not Recorded
influenza virus vaccine (Fluarix) 0.5mL inj,influenza virus 0.5 mL vaccine,Not Recorded
inotuzumab 0.9 mg/3.6 mL inj,inotuzumab ozogamicin,Not Recorded
insulin isophane (NPH) 100 units/mL,insulin isophane (NPH),Not Recorded
insulin isophane-regular 70u-30u/mL inj 3 mL,insulin isophane-insulin regular,Not Recorded
insulin lispro 10 unit(s)/mL OR syringe,insulin lispro,Not Recorded
insulin lispro 10 unit(s)/mL OR syringe,insulin lispro OR,Not Recorded
insulin lispro 100 unit/mL inj,insulin lispro,Not Recorded
insulin lispro 100 units/mL inj.,insulin lispro,Not Recorded
insulin pump patient - lispro,insulin pump patient - lispro,Not Recorded
insulin pump patient - regular,insulin pump patient - regular,Not Recorded
insulin regular 1 unit/mL bolus from bag,insulin regular,Not Recorded
insulin regular 100 units/mL inj 3 mL,insulin regular,Not Recorded
insulin regular OR SYR 1unit(s)/mL 10mL,insulin reg human,Not Recorded
insulin regular OR SYR 1unit(s)/mL 10mL,insulin regular OR,Not Recorded
ketamine 50 mg/5 mL-NaCl 0.9% solu,ketamine,Not Recorded
ketamine Bolus from bag,ketamine Bolus from bag,Not Recorded
labetalol 200 mg/40 mL ADD,labetalol,Milligrams/Minute
labetalol 200 mg/40 mL inj,labetalol,Not Recorded
leucovorin 500 mg/50mL inj,leucovorin,Not Recorded
levETIRAcetam 100 mg/mL ped oral syringe,levETIRAcetam,Not Recorded
leveTIRACETAM 500 mg tab,leveTIRACETAM,Not Recorded
levothyroxine 100 mcg (0.1 mg) inj.,levothyroxine,Not Recorded
levothyroxine 100 mcg (0.1 mg) pwd inj,levothyroxine,Not Recorded
levothyroxine 100 mcg (0.1 mg)/5 mL inj,levothyroxine,Not Recorded
lidocaine 1% inj 50mL,lidocaine,Not Recorded
lidocaine 1% inj for local anesthesia,lidocaine 1%,Not Recorded
lidocaine 1% preservative-free inj 10mL,lidocaine 1%,Not Recorded
lidocaine 2% inj for local anesthesia,lidocaine 2%,Not Recorded
liothyronine 10 mcg/mL inj,liothyronine,Not Recorded
melphalan 50 mg inj (EVOMELA),melphalan (EVOMELA),Not Recorded
meropenem 1000 mg/ 50 mL NS IVPB,meropenem,Not Recorded
meropenem 20mg/mL/NS neonate syringe,meropenem in NS syringe,Not Recorded
meropenem-vaborbactam 2gm inj,meropenem-vaborbactam,Not Recorded
methadone 10 mg/mL ADULT oral conc,methadone,Not Recorded
methocarbamol 1000 mg/100 mL NS IVPB,methocarbamol in NS,Not Recorded
methocarbamol 500 mg/50 mL NS IVPB,methocarbamol in NS,Not Recorded
methylPREDNISolone 8 mg tab,methylPREDNISolone,Not Recorded
metroNIDAZOLE 5mg/ml CMPD,metroNIDAZOLE / NS,Not Recorded
midazolam (HIGH CONCENTRATION) 5 mg/mL inj   2 mL,midazolam,Not Recorded
midazolam (HIGH CONCENTRATION) 5 mg/mL pf  1 mL inj,midazolam,Not Recorded
morphine 50 mg/50 mL PCA/NCA,morphine PCA,Not Recorded
morphine 50 mg/mL 20 mL inj,morphine,Not Recorded
nf bulk,nf bulk,Not Recorded
nf chemo,nf chemo,Not Recorded
nf ivpb,nf ivpb,Not Recorded
nf med,nf med,Not Recorded
nitroglycerin 0.2 mg/mL 3 mL syr CATH LAB,nitroglycerin,Not Recorded
nitroglycerin 10 mg/50 mL D5W CATH LAB,nitroglycerin 10 mg/50 mL CATH LAB,Not Recorded
nitroglycerin 25mg/250mL drip (100mcg/mL) for Cath Lab,nitroglycerin,Not Recorded
nitroprusside 25 mg/250 mL NS Drip CATH LAB,nitroprusside 25 mg drip CATH LAB,Not Recorded
nivolumab 10 mg/mL 4 mL inj,nivolumab,Not Recorded
nn-levETIRAcetam 5 mg/mL NS Neonate Syringe,levETIRAcetam NS syringe,Not Recorded
nn-morphine 10 mg/mL ADD,morphine,Milligram/Kilogram/Hour
obinutuzumab 1000 mg/40mL,obinutuzumab,Not Recorded
omadacycline 100 mg inj,omadacycline,Not Recorded
oxymetazoline 0.05% nasal spray 30 mL,oxymetazoline nasal,Not Recorded
oxytocin 30 units/500 mL Infusion,oxytocin infusion,Not Recorded
pamidronate 60 mg/10mL injection,pamidronate,Not Recorded
papaverine 30 mg/mL 2mL inj,papaverine,Not Recorded
patisiran 10 mg/5 mL inj,patisiran,Not Recorded
