"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"047L04Z","0060","10113",1,0,1,1,3
"047L04Z","0055","10113",1,0,1,1,3
"047L04Z","0040","10112",1,0,1,1,2
"047L04Z","3950","10111",1,0,1,1,1
"047L04Z","0045","10114",1,0,1,1,4
"047L0DZ","3990","10113",1,0,1,1,3
"047L0DZ","0040","10112",1,0,1,1,2
"047L0DZ","3950","10111",1,0,1,1,1
"047L0ZZ","0040","10112",1,0,1,1,2
"047L0ZZ","3950","10111",1,0,1,1,1
"047L34Z","0055","10113",1,0,1,1,3
"047L34Z","0060","10113",1,0,1,1,3
"047L34Z","3950","10111",1,0,1,1,1
"047L34Z","0040","10112",1,0,1,1,2
"047L34Z","0045","10114",1,0,1,1,4
"047L3DZ","0040","10112",1,0,1,1,2
"047L3DZ","3950","10111",1,0,1,1,1
"047L3DZ","3990","10113",1,0,1,1,3
"047L3ZZ","3950","10111",1,0,1,1,1
"047L3ZZ","0040","10112",1,0,1,1,2
"047L44Z","0060","10113",1,0,1,1,3
"047L44Z","0055","10113",1,0,1,1,3
"047L44Z","3950","10111",1,0,1,1,1
"047L44Z","0040","10112",1,0,1,1,2
"047L44Z","0045","10114",1,0,1,1,4
"047L4DZ","3990","10113",1,0,1,1,3
"047L4DZ","3950","10111",1,0,1,1,1
"047L4DZ","0040","10112",1,0,1,1,2
"047L4ZZ","0040","10112",1,0,1,1,2
"047L4ZZ","3950","10111",1,0,1,1,1
"047M04Z","0055","10113",1,0,1,1,3
"047M04Z","3950","10111",1,0,1,1,1
"047M04Z","0040","10112",1,0,1,1,2
"047M04Z","0045","10114",1,0,1,1,4
"047M0DZ","3990","10113",1,0,1,1,3
"047M0DZ","3950","10111",1,0,1,1,1
"047M0DZ","0040","10112",1,0,1,1,2
"047M0ZZ","0040","10112",1,0,1,1,2
"047M0ZZ","3950","10111",1,0,1,1,1
"047M34Z","0040","10112",1,0,1,1,2
"047M34Z","3950","10111",1,0,1,1,1
"047M34Z","0055","10113",1,0,1,1,3
"047M34Z","0045","10114",1,0,1,1,4
"047M3DZ","0040","10112",1,0,1,1,2
"047M3DZ","3950","10111",1,0,1,1,1
"047M3DZ","3990","10113",1,0,1,1,3
"047M3ZZ","3950","10111",1,0,1,1,1
"047M3ZZ","0040","10112",1,0,1,1,2
"047M44Z","3950","10111",1,0,1,1,1
"047M44Z","0045","10114",1,0,1,1,4
"047M44Z","0055","10113",1,0,1,1,3
"047M44Z","0040","10112",1,0,1,1,2
"047M4DZ","3990","10113",1,0,1,1,3
"047M4DZ","3950","10111",1,0,1,1,1
"047M4DZ","0040","10112",1,0,1,1,2
"047M4ZZ","0040","10112",1,0,1,1,2
"047M4ZZ","3950","10111",1,0,1,1,1
"047N04Z","0040","10112",1,0,1,1,2
"047N04Z","3950","10111",1,0,1,1,1
"047N04Z","0055","10113",1,0,1,1,3
"047N04Z","0045","10114",1,0,1,1,4
"047N0DZ","3990","10113",1,0,1,1,3
"047N0DZ","3950","10111",1,0,1,1,1
"047N0DZ","0040","10112",1,0,1,1,2
"047N0ZZ","3950","10111",1,0,1,1,1
"047N0ZZ","0040","10112",1,0,1,1,2
"047N34Z","0045","10114",1,0,1,1,4
"047N34Z","0055","10113",1,0,1,1,3
"047N34Z","3950","10111",1,0,1,1,1
"047N34Z","0040","10112",1,0,1,1,2
"047N3DZ","0040","10112",1,0,1,1,2
"047N3DZ","3950","10111",1,0,1,1,1
"047N3DZ","3990","10113",1,0,1,1,3
"047N3ZZ","0040","10112",1,0,1,1,2
"047N3ZZ","3950","10111",1,0,1,1,1
"047N44Z","0040","10112",1,0,1,1,2
"047N44Z","0045","10114",1,0,1,1,4
"047N44Z","3950","10111",1,0,1,1,1
"047N44Z","0055","10113",1,0,1,1,3
"047N4DZ","3990","10113",1,0,1,1,3
"047N4DZ","3950","10111",1,0,1,1,1
"047N4DZ","0040","10112",1,0,1,1,2
"047N4ZZ","0040","10112",1,0,1,1,2
"047N4ZZ","3950","10111",1,0,1,1,1
"047P04Z","0045","10114",1,0,1,1,4
"047P04Z","0055","10113",1,0,1,1,3
"047P04Z","3950","10111",1,0,1,1,1
"047P04Z","0040","10112",1,0,1,1,2
"047P0DZ","0040","10112",1,0,1,1,2
"047P0DZ","3950","10111",1,0,1,1,1
"047P0DZ","3990","10113",1,0,1,1,3
"047P0ZZ","0040","10112",1,0,1,1,2
"047P0ZZ","3950","10111",1,0,1,1,1
"047P34Z","0055","10113",1,0,1,1,3
"047P34Z","0045","10114",1,0,1,1,4
"047P34Z","0040","10112",1,0,1,1,2
"047P34Z","3950","10111",1,0,1,1,1
"047P3DZ","3990","10113",1,0,1,1,3
"047P3DZ","0040","10112",1,0,1,1,2
"047P3DZ","3950","10111",1,0,1,1,1
"047P3ZZ","0040","10112",1,0,1,1,2
"047P3ZZ","3950","10111",1,0,1,1,1
"047P44Z","3950","10111",1,0,1,1,1
"047P44Z","0040","10112",1,0,1,1,2
"047P44Z","0055","10113",1,0,1,1,3
"047P44Z","0045","10114",1,0,1,1,4
"047P4DZ","0040","10112",1,0,1,1,2
"047P4DZ","3950","10111",1,0,1,1,1
"047P4DZ","3990","10113",1,0,1,1,3
"047P4ZZ","0040","10112",1,0,1,1,2
"047P4ZZ","3950","10111",1,0,1,1,1
"047Q04Z","3950","10111",1,0,1,1,1
"047Q04Z","0045","10114",1,0,1,1,4
"047Q04Z","0055","10113",1,0,1,1,3
"047Q04Z","0040","10112",1,0,1,1,2
"047Q0DZ","0040","10112",1,0,1,1,2
"047Q0DZ","3950","10111",1,0,1,1,1
"047Q0DZ","3990","10113",1,0,1,1,3
"047Q0ZZ","3950","10111",1,0,1,1,1
"047Q0ZZ","0040","10112",1,0,1,1,2
"047Q34Z","0040","10112",1,0,1,1,2
"047Q34Z","0055","10113",1,0,1,1,3
"047Q34Z","0045","10114",1,0,1,1,4
"047Q34Z","3950","10111",1,0,1,1,1
"047Q3DZ","3990","10113",1,0,1,1,3
"047Q3DZ","0040","10112",1,0,1,1,2
"047Q3DZ","3950","10111",1,0,1,1,1
"047Q3ZZ","3950","10111",1,0,1,1,1
"047Q3ZZ","0040","10112",1,0,1,1,2
"047Q44Z","3950","10111",1,0,1,1,1
"047Q44Z","0055","10113",1,0,1,1,3
"047Q44Z","0040","10112",1,0,1,1,2
"047Q44Z","0045","10114",1,0,1,1,4
"047Q4DZ","3990","10113",1,0,1,1,3
"047Q4DZ","3950","10111",1,0,1,1,1
"047Q4DZ","0040","10112",1,0,1,1,2
"047Q4ZZ","0040","10112",1,0,1,1,2
"047Q4ZZ","3950","10111",1,0,1,1,1
"047R04Z","0040","10112",1,0,1,1,2
"047R04Z","3950","10111",1,0,1,1,1
"047R04Z","0055","10113",1,0,1,1,3
"047R04Z","0045","10114",1,0,1,1,4
"047R0DZ","3950","10111",1,0,1,1,1
"047R0DZ","0040","10112",1,0,1,1,2
"047R0DZ","3990","10113",1,0,1,1,3
"047R0ZZ","3950","10111",1,0,1,1,1
"047R0ZZ","0040","10112",1,0,1,1,2
"047R34Z","0040","10112",1,0,1,1,2
"047R34Z","0045","10114",1,0,1,1,4
"047R34Z","3950","10111",1,0,1,1,1
"047R34Z","0055","10113",1,0,1,1,3
"047R3DZ","3990","10113",1,0,1,1,3
"047R3DZ","3950","10111",1,0,1,1,1
"047R3DZ","0040","10112",1,0,1,1,2
"047R3ZZ","0040","10112",1,0,1,1,2
"047R3ZZ","3950","10111",1,0,1,1,1
"047R44Z","0040","10112",1,0,1,1,2
"047R44Z","0045","10114",1,0,1,1,4
"047R44Z","3950","10111",1,0,1,1,1
"047R44Z","0055","10113",1,0,1,1,3
"047R4DZ","0040","10112",1,0,1,1,2
"047R4DZ","3950","10111",1,0,1,1,1
"047R4DZ","3990","10113",1,0,1,1,3
"047R4ZZ","0040","10112",1,0,1,1,2
"047R4ZZ","3950","10111",1,0,1,1,1
"047S04Z","0040","10112",1,0,1,1,2
"047S04Z","3950","10111",1,0,1,1,1
"047S04Z","0045","10114",1,0,1,1,4
"047S04Z","0055","10113",1,0,1,1,3
"047S0DZ","3950","10111",1,0,1,1,1
"047S0DZ","3990","10113",1,0,1,1,3
"047S0DZ","0040","10112",1,0,1,1,2
"047S0ZZ","3950","10111",1,0,1,1,1
"047S0ZZ","0040","10112",1,0,1,1,2
"047S34Z","3950","10111",1,0,1,1,1
"047S34Z","0040","10112",1,0,1,1,2
"047S34Z","0055","10113",1,0,1,1,3
"047S34Z","0045","10114",1,0,1,1,4
"047S3DZ","0040","10112",1,0,1,1,2
"047S3DZ","3990","10113",1,0,1,1,3
"047S3DZ","3950","10111",1,0,1,1,1
"047S3ZZ","3950","10111",1,0,1,1,1
"047S3ZZ","0040","10112",1,0,1,1,2
"047S44Z","3950","10111",1,0,1,1,1
"047S44Z","0040","10112",1,0,1,1,2
"047S44Z","0045","10114",1,0,1,1,4
"047S44Z","0055","10113",1,0,1,1,3
"047S4DZ","3990","10113",1,0,1,1,3
"047S4DZ","3950","10111",1,0,1,1,1
"047S4DZ","0040","10112",1,0,1,1,2
"047S4ZZ","0040","10112",1,0,1,1,2
"047S4ZZ","3950","10111",1,0,1,1,1
"047T04Z","3950","10111",1,0,1,1,1
"047T04Z","0045","10114",1,0,1,1,4
"047T04Z","0055","10113",1,0,1,1,3
"047T04Z","0040","10112",1,0,1,1,2
"047T0DZ","0040","10112",1,0,1,1,2
"047T0DZ","3990","10113",1,0,1,1,3
"047T0DZ","3950","10111",1,0,1,1,1
"047T0ZZ","0040","10112",1,0,1,1,2
"047T0ZZ","3950","10111",1,0,1,1,1
"047T34Z","3950","10111",1,0,1,1,1
"047T34Z","0040","10112",1,0,1,1,2
"047T34Z","0045","10114",1,0,1,1,4
"047T34Z","0055","10113",1,0,1,1,3
"047T3DZ","3990","10113",1,0,1,1,3
"047T3DZ","3950","10111",1,0,1,1,1
"047T3DZ","0040","10112",1,0,1,1,2
"047T3ZZ","3950","10111",1,0,1,1,1
"047T3ZZ","0040","10112",1,0,1,1,2
"047T44Z","3950","10111",1,0,1,1,1
"047T44Z","0040","10112",1,0,1,1,2
"047T44Z","0045","10114",1,0,1,1,4
"047T44Z","0055","10113",1,0,1,1,3
"047T4DZ","3950","10111",1,0,1,1,1
"047T4DZ","3990","10113",1,0,1,1,3
"047T4DZ","0040","10112",1,0,1,1,2
"047T4ZZ","0040","10112",1,0,1,1,2
"047T4ZZ","3950","10111",1,0,1,1,1
"047U04Z","0055","10113",1,0,1,1,3
"047U04Z","0040","10112",1,0,1,1,2
"047U04Z","3950","10111",1,0,1,1,1
"047U04Z","0045","10114",1,0,1,1,4
"047U0DZ","3950","10111",1,0,1,1,1
"047U0DZ","3990","10113",1,0,1,1,3
"047U0DZ","0040","10112",1,0,1,1,2
"047U0ZZ","0040","10112",1,0,1,1,2
"047U0ZZ","3950","10111",1,0,1,1,1
"047U34Z","0040","10112",1,0,1,1,2
"047U34Z","0045","10114",1,0,1,1,4
"047U34Z","3950","10111",1,0,1,1,1
"047U34Z","0055","10113",1,0,1,1,3
"047U3DZ","0040","10112",1,0,1,1,2
"047U3DZ","3990","10113",1,0,1,1,3
"047U3DZ","3950","10111",1,0,1,1,1
"047U3ZZ","0040","10112",1,0,1,1,2
"047U3ZZ","3950","10111",1,0,1,1,1
"047U44Z","0045","10114",1,0,1,1,4
"047U44Z","3950","10111",1,0,1,1,1
"047U44Z","0055","10113",1,0,1,1,3
"047U44Z","0040","10112",1,0,1,1,2
"047U4DZ","3950","10111",1,0,1,1,1
"047U4DZ","3990","10113",1,0,1,1,3
"047U4DZ","0040","10112",1,0,1,1,2
"047U4ZZ","0040","10112",1,0,1,1,2
"047U4ZZ","3950","10111",1,0,1,1,1
"047V04Z","3950","10111",1,0,1,1,1
"047V04Z","0055","10113",1,0,1,1,3
"047V04Z","0040","10112",1,0,1,1,2
"047V04Z","0045","10114",1,0,1,1,4
"047V0DZ","0040","10112",1,0,1,1,2
"047V0DZ","3950","10111",1,0,1,1,1
"047V0DZ","3990","10113",1,0,1,1,3
"047V0ZZ","3950","10111",1,0,1,1,1
"047V0ZZ","0040","10112",1,0,1,1,2
"047V34Z","0045","10114",1,0,1,1,4
"047V34Z","3950","10111",1,0,1,1,1
"047V34Z","0040","10112",1,0,1,1,2
"047V34Z","0055","10113",1,0,1,1,3
"047V3DZ","3950","10111",1,0,1,1,1
"047V3DZ","3990","10113",1,0,1,1,3
"047V3DZ","0040","10112",1,0,1,1,2
"047V3ZZ","3950","10111",1,0,1,1,1
"047V3ZZ","0040","10112",1,0,1,1,2
"047V44Z","0045","10114",1,0,1,1,4
"047V44Z","3950","10111",1,0,1,1,1
"047V44Z","0040","10112",1,0,1,1,2
"047V44Z","0055","10113",1,0,1,1,3
"047V4DZ","0040","10112",1,0,1,1,2
"047V4DZ","3990","10113",1,0,1,1,3
"047V4DZ","3950","10111",1,0,1,1,1
"047V4ZZ","3950","10111",1,0,1,1,1
"047V4ZZ","0040","10112",1,0,1,1,2
"047W04Z","0040","10112",1,0,1,1,2
"047W04Z","3950","10111",1,0,1,1,1
"047W04Z","0055","10113",1,0,1,1,3
"047W04Z","0045","10114",1,0,1,1,4
"047W0DZ","3990","10113",1,0,1,1,3
"047W0DZ","3950","10111",1,0,1,1,1
"047W0DZ","0040","10112",1,0,1,1,2
"047W0ZZ","3950","10111",1,0,1,1,1
"047W0ZZ","0040","10112",1,0,1,1,2
"047W34Z","0040","10112",1,0,1,1,2
"047W34Z","0055","10113",1,0,1,1,3
"047W34Z","3950","10111",1,0,1,1,1
"047W34Z","0045","10114",1,0,1,1,4
"047W3DZ","0040","10112",1,0,1,1,2
"047W3DZ","3950","10111",1,0,1,1,1
"047W3DZ","3990","10113",1,0,1,1,3
"047W3ZZ","3950","10111",1,0,1,1,1
"047W3ZZ","0040","10112",1,0,1,1,2
"047W44Z","0045","10114",1,0,1,1,4
"047W44Z","0055","10113",1,0,1,1,3
"047W44Z","0040","10112",1,0,1,1,2
"047W44Z","3950","10111",1,0,1,1,1
"047W4DZ","3950","10111",1,0,1,1,1
"047W4DZ","3990","10113",1,0,1,1,3
"047W4DZ","0040","10112",1,0,1,1,2
"047W4ZZ","3950","10111",1,0,1,1,1
"047W4ZZ","0040","10112",1,0,1,1,2
"047Y04Z","0055","10113",1,0,1,1,3
"047Y04Z","0045","10114",1,0,1,1,4
"047Y04Z","0040","10112",1,0,1,1,2
"047Y04Z","3950","10111",1,0,1,1,1
"047Y0DZ","3990","10113",1,0,1,1,3
"047Y0DZ","0040","10112",1,0,1,1,2
"047Y0DZ","3950","10111",1,0,1,1,1
"047Y0ZZ","0040","10112",1,0,1,1,2
"047Y0ZZ","3950","10111",1,0,1,1,1
"047Y34Z","0040","10112",1,0,1,1,2
"047Y34Z","3950","10111",1,0,1,1,1
"047Y34Z","0055","10113",1,0,1,1,3
"047Y34Z","0045","10114",1,0,1,1,4
"047Y3DZ","0040","10112",1,0,1,1,2
"047Y3DZ","3990","10113",1,0,1,1,3
"047Y3DZ","3950","10111",1,0,1,1,1
"047Y3ZZ","3950","10111",1,0,1,1,1
"047Y3ZZ","0040","10112",1,0,1,1,2
"047Y44Z","3950","10111",1,0,1,1,1
"047Y44Z","0055","10113",1,0,1,1,3
"047Y44Z","0045","10114",1,0,1,1,4
"047Y44Z","0040","10112",1,0,1,1,2
"047Y4DZ","0040","10112",1,0,1,1,2
"047Y4DZ","3990","10113",1,0,1,1,3
"047Y4DZ","3950","10111",1,0,1,1,1
"047Y4ZZ","0040","10112",1,0,1,1,2
"047Y4ZZ","3950","10111",1,0,1,1,1
"049000Z","3898","10000",1,0,0,0,0
"04900ZX","3821","10000",1,0,0,0,0
"04900ZZ","3898","10000",1,0,0,0,0
"049030Z","3898","10000",1,0,0,0,0
"04903ZX","3821","10000",1,0,0,0,0
"04903ZZ","3898","10000",1,0,0,0,0
"049040Z","3898","10000",1,0,0,0,0
"04904ZX","3821","10000",1,0,0,0,0
"04904ZZ","3898","10000",1,0,0,0,0
"049100Z","3898","10000",1,0,0,0,0
"04910ZX","3821","10000",1,0,0,0,0
"04910ZZ","3898","10000",1,0,0,0,0
"049130Z","3898","10000",1,0,0,0,0
"04913ZX","3821","10000",1,0,0,0,0
"04913ZZ","3898","10000",1,0,0,0,0
"049140Z","3898","10000",1,0,0,0,0
"04914ZX","3821","10000",1,0,0,0,0
"04914ZZ","3898","10000",1,0,0,0,0
"049200Z","3898","10000",1,0,0,0,0
"04920ZX","3821","10000",1,0,0,0,0
"04920ZZ","3898","10000",1,0,0,0,0
"049230Z","3898","10000",1,0,0,0,0
"04923ZX","3821","10000",1,0,0,0,0
"04923ZZ","3898","10000",1,0,0,0,0
"049240Z","3898","10000",1,0,0,0,0
"04924ZX","3821","10000",1,0,0,0,0
"04924ZZ","3898","10000",1,0,0,0,0
"049300Z","3898","10000",1,0,0,0,0
"04930ZX","3821","10000",1,0,0,0,0
"04930ZZ","3898","10000",1,0,0,0,0
"049330Z","3898","10000",1,0,0,0,0
"04933ZX","3821","10000",1,0,0,0,0
"04933ZZ","3898","10000",1,0,0,0,0
"049340Z","3898","10000",1,0,0,0,0
"04934ZX","3821","10000",1,0,0,0,0
"04934ZZ","3898","10000",1,0,0,0,0
"049400Z","3898","10000",1,0,0,0,0
"04940ZX","3821","10000",1,0,0,0,0
"04940ZZ","3898","10000",1,0,0,0,0
"049430Z","3898","10000",1,0,0,0,0
"04943ZX","3821","10000",1,0,0,0,0
"04943ZZ","3898","10000",1,0,0,0,0
"049440Z","3898","10000",1,0,0,0,0
"04944ZX","3821","10000",1,0,0,0,0
"04944ZZ","3898","10000",1,0,0,0,0
"049500Z","3898","10000",1,0,0,0,0
"04950ZX","3821","10000",1,0,0,0,0
"04950ZZ","3898","10000",1,0,0,0,0
"049530Z","3898","10000",1,0,0,0,0
"04953ZX","3821","10000",1,0,0,0,0
"04953ZZ","3898","10000",1,0,0,0,0
"049540Z","3898","10000",1,0,0,0,0
"04954ZX","3821","10000",1,0,0,0,0
"04954ZZ","3898","10000",1,0,0,0,0
"049600Z","3898","10000",1,0,0,0,0
"04960ZX","3821","10000",1,0,0,0,0
"04960ZZ","3898","10000",1,0,0,0,0
"049630Z","3898","10000",1,0,0,0,0
"04963ZX","3821","10000",1,0,0,0,0
"04963ZZ","3898","10000",1,0,0,0,0
"049640Z","3898","10000",1,0,0,0,0
"04964ZX","3821","10000",1,0,0,0,0
"04964ZZ","3898","10000",1,0,0,0,0
"049700Z","3898","10000",1,0,0,0,0
"04970ZX","3821","10000",1,0,0,0,0
"04970ZZ","3898","10000",1,0,0,0,0
"049730Z","3898","10000",1,0,0,0,0
"04973ZX","3821","10000",1,0,0,0,0
"04973ZZ","3898","10000",1,0,0,0,0
"049740Z","3898","10000",1,0,0,0,0
"04974ZX","3821","10000",1,0,0,0,0
"04974ZZ","3898","10000",1,0,0,0,0
"049800Z","3898","10000",1,0,0,0,0
"04980ZX","3821","10000",1,0,0,0,0
"04980ZZ","3898","10000",1,0,0,0,0
"049830Z","3898","10000",1,0,0,0,0
"04983ZX","3821","10000",1,0,0,0,0
"04983ZZ","3898","10000",1,0,0,0,0
"049840Z","3898","10000",1,0,0,0,0
"04984ZX","3821","10000",1,0,0,0,0
"04984ZZ","3898","10000",1,0,0,0,0
"049900Z","3898","10000",1,0,0,0,0
"04990ZX","3821","10000",1,0,0,0,0
"04990ZZ","3898","10000",1,0,0,0,0
"049930Z","3898","10000",1,0,0,0,0
"04993ZX","3821","10000",1,0,0,0,0
"04993ZZ","3898","10000",1,0,0,0,0
"049940Z","3898","10000",1,0,0,0,0
"04994ZX","3821","10000",1,0,0,0,0
"04994ZZ","3898","10000",1,0,0,0,0
"049A00Z","3898","10000",1,0,0,0,0
"049A0ZX","3821","10000",1,0,0,0,0
"049A0ZZ","3898","10000",1,0,0,0,0
"049A30Z","3898","10000",1,0,0,0,0
"049A3ZX","3821","10000",1,0,0,0,0
"049A3ZZ","3898","10000",1,0,0,0,0
"049A40Z","3898","10000",1,0,0,0,0
"049A4ZX","3821","10000",1,0,0,0,0
"049A4ZZ","3898","10000",1,0,0,0,0
"049B00Z","3898","10000",1,0,0,0,0
"049B0ZX","3821","10000",1,0,0,0,0
"049B0ZZ","3898","10000",1,0,0,0,0
"049B30Z","3898","10000",1,0,0,0,0
"049B3ZX","3821","10000",1,0,0,0,0
"049B3ZZ","3898","10000",1,0,0,0,0
"049B40Z","3898","10000",1,0,0,0,0
"049B4ZX","3821","10000",1,0,0,0,0
"049B4ZZ","3898","10000",1,0,0,0,0
"049C00Z","3898","10000",1,0,0,0,0
"049C0ZX","3821","10000",1,0,0,0,0
"049C0ZZ","3898","10000",1,0,0,0,0
"049C30Z","3898","10000",1,0,0,0,0
"049C3ZX","3821","10000",1,0,0,0,0
"049C3ZZ","3898","10000",1,0,0,0,0
"049C40Z","3898","10000",1,0,0,0,0
"049C4ZX","3821","10000",1,0,0,0,0
"049C4ZZ","3898","10000",1,0,0,0,0
"049D00Z","3898","10000",1,0,0,0,0
"049D0ZX","3821","10000",1,0,0,0,0
"049D0ZZ","3898","10000",1,0,0,0,0
"049D30Z","3898","10000",1,0,0,0,0
"049D3ZX","3821","10000",1,0,0,0,0
"049D3ZZ","3898","10000",1,0,0,0,0
"049D40Z","3898","10000",1,0,0,0,0
"049D4ZX","3821","10000",1,0,0,0,0
"049D4ZZ","3898","10000",1,0,0,0,0
"049E00Z","3898","10000",1,0,0,0,0
"049E0ZX","3821","10000",1,0,0,0,0
"049E0ZZ","3898","10000",1,0,0,0,0
"049E30Z","3898","10000",1,0,0,0,0
"049E3ZX","3821","10000",1,0,0,0,0
"049E3ZZ","3898","10000",1,0,0,0,0
"049E40Z","3898","10000",1,0,0,0,0
"049E4ZX","3821","10000",1,0,0,0,0
"049E4ZZ","3898","10000",1,0,0,0,0
"049F00Z","3898","10000",1,0,0,0,0
"049F0ZX","3821","10000",1,0,0,0,0
"049F0ZZ","3898","10000",1,0,0,0,0
"049F30Z","3898","10000",1,0,0,0,0
"049F3ZX","3821","10000",1,0,0,0,0
"049F3ZZ","3898","10000",1,0,0,0,0
"049F40Z","3898","10000",1,0,0,0,0
"049F4ZX","3821","10000",1,0,0,0,0
"049F4ZZ","3898","10000",1,0,0,0,0
"049H00Z","3898","10000",1,0,0,0,0
"049H0ZX","3821","10000",1,0,0,0,0
"049H0ZZ","3898","10000",1,0,0,0,0
"049H30Z","3898","10000",1,0,0,0,0
"049H3ZX","3821","10000",1,0,0,0,0
"049H3ZZ","3898","10000",1,0,0,0,0
"049H40Z","3898","10000",1,0,0,0,0
"049H4ZX","3821","10000",1,0,0,0,0
"049H4ZZ","3898","10000",1,0,0,0,0
"049J00Z","3898","10000",1,0,0,0,0
"049J0ZX","3821","10000",1,0,0,0,0
"049J0ZZ","3898","10000",1,0,0,0,0
"049J30Z","3898","10000",1,0,0,0,0
"049J3ZX","3821","10000",1,0,0,0,0
"049J3ZZ","3898","10000",1,0,0,0,0
"049J40Z","3898","10000",1,0,0,0,0
"049J4ZX","3821","10000",1,0,0,0,0
"049J4ZZ","3898","10000",1,0,0,0,0
"049K00Z","3898","10000",1,0,0,0,0
"049K0ZX","3821","10000",1,0,0,0,0
"049K0ZZ","3898","10000",1,0,0,0,0
"049K30Z","3898","10000",1,0,0,0,0
"049K3ZX","3821","10000",1,0,0,0,0
"049K3ZZ","3898","10000",1,0,0,0,0
"049K40Z","3898","10000",1,0,0,0,0
"049K4ZX","3821","10000",1,0,0,0,0
"049K4ZZ","3898","10000",1,0,0,0,0
"049L00Z","3898","10000",1,0,0,0,0
"049L0ZX","3821","10000",1,0,0,0,0
"049L0ZZ","3898","10000",1,0,0,0,0
"049L30Z","3898","10000",1,0,0,0,0
"049L3ZX","3821","10000",1,0,0,0,0
"049L3ZZ","3898","10000",1,0,0,0,0
"049L40Z","3898","10000",1,0,0,0,0
"049L4ZX","3821","10000",1,0,0,0,0
"049L4ZZ","3898","10000",1,0,0,0,0
"049M00Z","3898","10000",1,0,0,0,0
"049M0ZX","3821","10000",1,0,0,0,0
"049M0ZZ","3898","10000",1,0,0,0,0
"049M30Z","3898","10000",1,0,0,0,0
"049M3ZX","3821","10000",1,0,0,0,0
"049M3ZZ","3898","10000",1,0,0,0,0
"049M40Z","3898","10000",1,0,0,0,0
"049M4ZX","3821","10000",1,0,0,0,0
"049M4ZZ","3898","10000",1,0,0,0,0
"049N00Z","3898","10000",1,0,0,0,0
"049N0ZX","3821","10000",1,0,0,0,0
"049N0ZZ","3898","10000",1,0,0,0,0
"049N30Z","3898","10000",1,0,0,0,0
"049N3ZX","3821","10000",1,0,0,0,0
"049N3ZZ","3898","10000",1,0,0,0,0
"049N40Z","3898","10000",1,0,0,0,0
"049N4ZX","3821","10000",1,0,0,0,0
"049N4ZZ","3898","10000",1,0,0,0,0
"049P00Z","3898","10000",1,0,0,0,0
"049P0ZX","3821","10000",1,0,0,0,0
"049P0ZZ","3898","10000",1,0,0,0,0
"049P30Z","3898","10000",1,0,0,0,0
"049P3ZX","3821","10000",1,0,0,0,0
"049P3ZZ","3898","10000",1,0,0,0,0
"049P40Z","3898","10000",1,0,0,0,0
"049P4ZX","3821","10000",1,0,0,0,0
"049P4ZZ","3898","10000",1,0,0,0,0
"049Q00Z","3898","10000",1,0,0,0,0
"049Q0ZX","3821","10000",1,0,0,0,0
"049Q0ZZ","3898","10000",1,0,0,0,0
"049Q30Z","3898","10000",1,0,0,0,0
"049Q3ZX","3821","10000",1,0,0,0,0
"049Q3ZZ","3898","10000",1,0,0,0,0
"049Q40Z","3898","10000",1,0,0,0,0
"049Q4ZX","3821","10000",1,0,0,0,0
"049Q4ZZ","3898","10000",1,0,0,0,0
"049R00Z","3898","10000",1,0,0,0,0
"049R0ZX","3821","10000",1,0,0,0,0
"049R0ZZ","3898","10000",1,0,0,0,0
"049R30Z","3898","10000",1,0,0,0,0
"049R3ZX","3821","10000",1,0,0,0,0
"049R3ZZ","3898","10000",1,0,0,0,0
"049R40Z","3898","10000",1,0,0,0,0
"049R4ZX","3821","10000",1,0,0,0,0
"049R4ZZ","3898","10000",1,0,0,0,0
"049S00Z","3898","10000",1,0,0,0,0
"049S0ZX","3821","10000",1,0,0,0,0
"049S0ZZ","3898","10000",1,0,0,0,0
"049S30Z","3898","10000",1,0,0,0,0
"049S3ZX","3821","10000",1,0,0,0,0
"049S3ZZ","3898","10000",1,0,0,0,0
"049S40Z","3898","10000",1,0,0,0,0
"049S4ZX","3821","10000",1,0,0,0,0
"049S4ZZ","3898","10000",1,0,0,0,0
"049T00Z","3898","10000",1,0,0,0,0
"049T0ZX","3821","10000",1,0,0,0,0
"049T0ZZ","3898","10000",1,0,0,0,0
"049T30Z","3898","10000",1,0,0,0,0
"049T3ZX","3821","10000",1,0,0,0,0
"049T3ZZ","3898","10000",1,0,0,0,0
"049T40Z","3898","10000",1,0,0,0,0
"049T4ZX","3821","10000",1,0,0,0,0
"049T4ZZ","3898","10000",1,0,0,0,0
"049U00Z","3898","10000",1,0,0,0,0
"049U0ZX","3821","10000",1,0,0,0,0
"049U0ZZ","3898","10000",1,0,0,0,0
"049U30Z","3898","10000",1,0,0,0,0
"049U3ZX","3821","10000",1,0,0,0,0
"049U3ZZ","3898","10000",1,0,0,0,0
"049U40Z","3898","10000",1,0,0,0,0
"049U4ZX","3821","10000",1,0,0,0,0
"049U4ZZ","3898","10000",1,0,0,0,0
"049V00Z","3898","10000",1,0,0,0,0
"049V0ZX","3821","10000",1,0,0,0,0
"049V0ZZ","3898","10000",1,0,0,0,0
"049V30Z","3898","10000",1,0,0,0,0
"049V3ZX","3821","10000",1,0,0,0,0
"049V3ZZ","3898","10000",1,0,0,0,0
"049V40Z","3898","10000",1,0,0,0,0
