"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"M9260","7325","10000",1,0,0,0,0
"M9261","7325","10000",1,0,0,0,0
"M9262","7325","10000",1,0,0,0,0
"M9270","7325","10000",1,0,0,0,0
"M9271","7325","10000",1,0,0,0,0
"M9272","7325","10000",1,0,0,0,0
"M928","7326","10000",1,0,0,0,0
"M929","7326","10000",1,0,0,0,0
"M93001","7322","10000",1,0,0,0,0
"M93002","7322","10000",1,0,0,0,0
"M93003","7322","10000",1,0,0,0,0
"M93011","7322","10000",1,0,0,0,0
"M93012","7322","10000",1,0,0,0,0
"M93013","7322","10000",1,0,0,0,0
"M93021","7322","10000",1,0,0,0,0
"M93022","7322","10000",1,0,0,0,0
"M93023","7322","10000",1,0,0,0,0
"M93031","7322","10000",1,0,0,0,0
"M93032","7322","10000",1,0,0,0,0
"M93033","7322","10000",1,0,0,0,0
"M931","7328","10000",1,0,0,0,0
"M9320","7327","10000",1,0,0,0,0
"M93211","7327","10000",1,0,0,0,0
"M93212","7327","10000",1,0,0,0,0
"M93219","7327","10000",1,0,0,0,0
"M93221","7327","10000",1,0,0,0,0
"M93222","7327","10000",1,0,0,0,0
"M93229","7327","10000",1,0,0,0,0
"M93231","7327","10000",1,0,0,0,0
"M93232","7327","10000",1,0,0,0,0
"M93239","7327","10000",1,0,0,0,0
"M93241","7327","10000",1,0,0,0,0
"M93242","7327","10000",1,0,0,0,0
"M93249","7327","10000",1,0,0,0,0
"M93251","7327","10000",1,0,0,0,0
"M93252","7327","10000",1,0,0,0,0
"M93259","7327","10000",1,0,0,0,0
"M93261","7327","10000",1,0,0,0,0
"M93262","7327","10000",1,0,0,0,0
"M93269","7327","10000",1,0,0,0,0
"M93271","7327","10000",1,0,0,0,0
"M93272","7327","10000",1,0,0,0,0
"M93279","7327","10000",1,0,0,0,0
"M9328","7327","10000",1,0,0,0,0
"M9329","7327","10000",1,0,0,0,0
"M9380","7328","10000",1,0,0,0,0
"M93811","7328","10000",1,0,0,0,0
"M93812","7328","10000",1,0,0,0,0
"M93819","7328","10000",1,0,0,0,0
"M93821","7328","10000",1,0,0,0,0
"M93822","7328","10000",1,0,0,0,0
"M93829","7328","10000",1,0,0,0,0
"M93831","7328","10000",1,0,0,0,0
"M93832","7328","10000",1,0,0,0,0
"M93839","7328","10000",1,0,0,0,0
"M93841","7328","10000",1,0,0,0,0
"M93842","7328","10000",1,0,0,0,0
"M93849","7328","10000",1,0,0,0,0
"M93851","7328","10000",1,0,0,0,0
"M93852","7328","10000",1,0,0,0,0
"M93859","7328","10000",1,0,0,0,0
"M93861","7328","10000",1,0,0,0,0
"M93862","7328","10000",1,0,0,0,0
"M93869","7328","10000",1,0,0,0,0
"M93871","7328","10000",1,0,0,0,0
"M93872","7328","10000",1,0,0,0,0
"M93879","7328","10000",1,0,0,0,0
"M9388","7328","10000",1,0,0,0,0
"M9389","7328","10000",1,0,0,0,0
"M9390","7329","10000",1,0,0,0,0
"M93911","7329","10000",1,0,0,0,0
"M93912","7329","10000",1,0,0,0,0
"M93919","7329","10000",1,0,0,0,0
"M93921","7329","10000",1,0,0,0,0
"M93922","7329","10000",1,0,0,0,0
"M93929","7329","10000",1,0,0,0,0
"M93931","7329","10000",1,0,0,0,0
"M93932","7329","10000",1,0,0,0,0
"M93939","7329","10000",1,0,0,0,0
"M93941","7329","10000",1,0,0,0,0
"M93942","7329","10000",1,0,0,0,0
"M93949","7329","10000",1,0,0,0,0
"M93951","7329","10000",1,0,0,0,0
"M93952","7329","10000",1,0,0,0,0
"M93959","7329","10000",1,0,0,0,0
"M93961","7329","10000",1,0,0,0,0
"M93962","7329","10000",1,0,0,0,0
"M93969","7329","10000",1,0,0,0,0
"M93971","7329","10000",1,0,0,0,0
"M93972","7329","10000",1,0,0,0,0
"M93979","7329","10000",1,0,0,0,0
"M9398","7329","10000",1,0,0,0,0
"M9399","7329","10000",1,0,0,0,0
"M940","7336","00000",0,0,0,0,0
"M941","73399","10000",1,0,0,0,0
"M9420","73392","10000",1,0,0,0,0
"M94211","73392","10000",1,0,0,0,0
"M94212","73392","10000",1,0,0,0,0
"M94219","73392","10000",1,0,0,0,0
"M94221","73392","10000",1,0,0,0,0
"M94222","73392","10000",1,0,0,0,0
"M94229","73392","10000",1,0,0,0,0
"M94231","73392","10000",1,0,0,0,0
"M94232","73392","10000",1,0,0,0,0
"M94239","73392","10000",1,0,0,0,0
"M94241","73392","10000",1,0,0,0,0
"M94242","73392","10000",1,0,0,0,0
"M94249","73392","10000",1,0,0,0,0
"M94251","73392","10000",1,0,0,0,0
"M94252","73392","10000",1,0,0,0,0
"M94259","73392","10000",1,0,0,0,0
"M94261","73392","10000",1,0,0,0,0
"M94262","73392","10000",1,0,0,0,0
"M94269","73392","10000",1,0,0,0,0
"M94271","73392","10000",1,0,0,0,0
"M94272","73392","10000",1,0,0,0,0
"M94279","73392","10000",1,0,0,0,0
"M9428","73392","10000",1,0,0,0,0
"M9429","73392","10000",1,0,0,0,0
"M94351","73399","10000",1,0,0,0,0
"M94352","73399","10000",1,0,0,0,0
"M94359","73399","10000",1,0,0,0,0
"M948X0","73399","10000",1,0,0,0,0
"M948X1","73399","10000",1,0,0,0,0
"M948X2","73399","10000",1,0,0,0,0
"M948X3","73399","10000",1,0,0,0,0
"M948X4","73399","10000",1,0,0,0,0
"M948X5","73399","10000",1,0,0,0,0
"M948X6","73399","10000",1,0,0,0,0
"M948X7","73399","10000",1,0,0,0,0
"M948X8","73399","10000",1,0,0,0,0
"M948X9","73399","10000",1,0,0,0,0
"M949","73390","10000",1,0,0,0,0
"M950","7380","00000",0,0,0,0,0
"M9510","7387","10000",1,0,0,0,0
"M9511","7387","10000",1,0,0,0,0
"M9512","7387","10000",1,0,0,0,0
"M952","73819","10000",1,0,0,0,0
"M953","7382","10000",1,0,0,0,0
"M954","7383","10000",1,0,0,0,0
"M955","7386","10000",1,0,0,0,0
"M958","7388","10000",1,0,0,0,0
"M959","7389","10000",1,0,0,0,0
"M960","V454","10000",1,0,0,0,0
"M961","72281","10000",1,0,0,0,0
"M961","72280","10000",1,0,0,0,0
"M961","72283","10000",1,0,0,0,0
"M961","72282","10000",1,0,0,0,0
"M962","73711","00000",0,0,0,0,0
"M963","73712","00000",0,0,0,0,0
"M964","73722","10000",1,0,0,0,0
"M964","73721","10000",1,0,0,0,0
"M965","73733","00000",0,0,0,0,0
"M96621","99649","10000",1,0,0,0,0
"M96622","99649","10000",1,0,0,0,0
"M96629","99649","10000",1,0,0,0,0
"M96631","99649","10000",1,0,0,0,0
"M96632","99649","10000",1,0,0,0,0
"M96639","99649","10000",1,0,0,0,0
"M9665","99649","10000",1,0,0,0,0
"M96661","99649","10000",1,0,0,0,0
"M96662","99649","10000",1,0,0,0,0
"M96669","99649","10000",1,0,0,0,0
"M96671","99649","10000",1,0,0,0,0
"M96672","99649","10000",1,0,0,0,0
"M96679","99649","10000",1,0,0,0,0
"M9669","99649","10000",1,0,0,0,0
"M96810","99811","10000",1,0,0,0,0
"M96810","99812","10000",1,0,0,0,0
"M96811","99812","10000",1,0,0,0,0
"M96811","99811","10000",1,0,0,0,0
"M96820","9982","10000",1,0,0,0,0
"M96821","9982","10000",1,0,0,0,0
"M96830","99812","10000",1,0,0,0,0
"M96830","99811","10000",1,0,0,0,0
"M96831","99812","10000",1,0,0,0,0
"M96831","99811","10000",1,0,0,0,0
"M9689","99799","10000",1,0,0,0,0
"M9900","7390","10000",1,0,0,0,0
"M9901","7391","10000",1,0,0,0,0
"M9902","7392","10000",1,0,0,0,0
"M9903","7393","10000",1,0,0,0,0
"M9904","7394","10000",1,0,0,0,0
"M9905","7395","10000",1,0,0,0,0
"M9906","7396","10000",1,0,0,0,0
"M9907","7397","10000",1,0,0,0,0
"M9908","7398","10000",1,0,0,0,0
"M9909","7399","10000",1,0,0,0,0
"M9910","83900","10000",1,0,0,0,0
"M9911","83900","10000",1,0,0,0,0
"M9912","83921","10000",1,0,0,0,0
"M9913","83920","10000",1,0,0,0,0
"M9914","83942","10000",1,0,0,0,0
"M9915","83949","10000",1,0,0,0,0
"M9916","83969","10000",1,0,0,0,0
"M9917","83969","10000",1,0,0,0,0
"M9918","83961","10000",1,0,0,0,0
"M9919","83969","10000",1,0,0,0,0
"M9920","7230","10000",1,0,0,0,0
"M9921","7230","10000",1,0,0,0,0
"M9922","72401","10000",1,0,0,0,0
"M9923","72402","10000",1,0,0,0,0
"M9924","72409","10000",1,0,0,0,0
"M9925","72409","10000",1,0,0,0,0
"M9926","72409","10000",1,0,0,0,0
"M9927","72409","10000",1,0,0,0,0
"M9928","72409","10000",1,0,0,0,0
"M9929","72409","10000",1,0,0,0,0
"M9930","7230","10000",1,0,0,0,0
"M9931","7230","10000",1,0,0,0,0
"M9932","72401","10000",1,0,0,0,0
"M9933","72402","10000",1,0,0,0,0
"M9934","72409","10000",1,0,0,0,0
"M9935","72409","10000",1,0,0,0,0
"M9936","72409","10000",1,0,0,0,0
"M9937","72409","10000",1,0,0,0,0
"M9938","72409","10000",1,0,0,0,0
"M9939","72409","10000",1,0,0,0,0
"M9940","7230","10000",1,0,0,0,0
"M9941","7230","10000",1,0,0,0,0
"M9942","72401","10000",1,0,0,0,0
"M9943","72402","10000",1,0,0,0,0
"M9944","72409","10000",1,0,0,0,0
"M9945","72409","10000",1,0,0,0,0
"M9946","72409","10000",1,0,0,0,0
"M9947","72409","10000",1,0,0,0,0
"M9948","72409","10000",1,0,0,0,0
"M9949","72409","10000",1,0,0,0,0
"M9950","7230","10000",1,0,0,0,0
"M9951","7230","10000",1,0,0,0,0
"M9952","72401","10000",1,0,0,0,0
"M9953","72402","10000",1,0,0,0,0
"M9954","72409","10000",1,0,0,0,0
"M9955","72409","10000",1,0,0,0,0
"M9956","72409","10000",1,0,0,0,0
"M9957","72409","10000",1,0,0,0,0
"M9958","72409","10000",1,0,0,0,0
"M9959","72409","10000",1,0,0,0,0
"M9960","7230","10000",1,0,0,0,0
"M9961","7230","10000",1,0,0,0,0
"M9962","72401","10000",1,0,0,0,0
"M9963","72402","10000",1,0,0,0,0
"M9964","72409","10000",1,0,0,0,0
"M9965","72409","10000",1,0,0,0,0
"M9966","72409","10000",1,0,0,0,0
"M9967","72409","10000",1,0,0,0,0
"M9968","72409","10000",1,0,0,0,0
"M9969","72409","10000",1,0,0,0,0
"M9970","7230","10000",1,0,0,0,0
"M9971","7230","10000",1,0,0,0,0
"M9972","72401","10000",1,0,0,0,0
"M9973","72402","10000",1,0,0,0,0
"M9974","72409","10000",1,0,0,0,0
"M9975","72409","10000",1,0,0,0,0
"M9976","72409","10000",1,0,0,0,0
"M9977","72409","10000",1,0,0,0,0
"M9978","72409","10000",1,0,0,0,0
"M9979","72409","10000",1,0,0,0,0
"M9980","73819","10000",1,0,0,0,0
"M9981","7382","10000",1,0,0,0,0
"M9982","7383","10000",1,0,0,0,0
"M9983","7385","10000",1,0,0,0,0
"M9984","7385","10000",1,0,0,0,0
"M9985","7386","10000",1,0,0,0,0
"M9986","7388","10000",1,0,0,0,0
"M9987","7388","10000",1,0,0,0,0
"M9988","7383","10000",1,0,0,0,0
"M9989","7386","10000",1,0,0,0,0
"M9989","7388","10000",1,0,0,0,0
"M999","7389","10000",1,0,0,0,0
"N000","5800","10000",1,0,0,0,0
"N001","5800","10000",1,0,0,0,0
"N002","5800","10000",1,0,0,0,0
"N003","5800","10000",1,0,0,0,0
"N004","5800","10000",1,0,0,0,0
"N005","5800","10000",1,0,0,0,0
"N006","5800","10000",1,0,0,0,0
"N007","5800","10000",1,0,0,0,0
"N008","58089","10000",1,0,0,0,0
"N009","5809","10000",1,0,0,0,0
"N010","5804","10000",1,0,0,0,0
"N011","5804","10000",1,0,0,0,0
"N012","5804","10000",1,0,0,0,0
"N013","5804","10000",1,0,0,0,0
"N014","5804","10000",1,0,0,0,0
"N015","5804","10000",1,0,0,0,0
"N016","5804","10000",1,0,0,0,0
"N017","5804","10000",1,0,0,0,0
"N018","5804","10000",1,0,0,0,0
"N019","5804","10000",1,0,0,0,0
"N020","5813","10000",1,0,0,0,0
"N021","5811","10000",1,0,0,0,0
"N022","5811","10000",1,0,0,0,0
"N023","5811","10000",1,0,0,0,0
"N024","5812","10000",1,0,0,0,0
"N025","5812","10000",1,0,0,0,0
"N026","5812","10000",1,0,0,0,0
"N027","5812","10000",1,0,0,0,0
"N028","58189","10000",1,0,0,0,0
"N029","5819","10000",1,0,0,0,0
"N030","58289","10000",1,0,0,0,0
"N031","5821","10000",1,0,0,0,0
"N032","5820","10000",1,0,0,0,0
"N033","5821","10000",1,0,0,0,0
"N034","5822","10000",1,0,0,0,0
"N035","5822","10000",1,0,0,0,0
"N036","5822","10000",1,0,0,0,0
"N037","5822","10000",1,0,0,0,0
"N038","58289","10000",1,0,0,0,0
"N038","5824","10000",1,0,0,0,0
"N039","5829","10000",1,0,0,0,0
"N040","5813","10000",1,0,0,0,0
"N041","5811","10000",1,0,0,0,0
"N042","5811","10000",1,0,0,0,0
"N043","5812","10000",1,0,0,0,0
"N044","5810","10000",1,0,0,0,0
"N044","5812","10000",1,0,0,0,0
"N045","5812","10000",1,0,0,0,0
"N046","5812","10000",1,0,0,0,0
"N047","58189","10000",1,0,0,0,0
"N048","58189","10000",1,0,0,0,0
"N049","5819","10000",1,0,0,0,0
"N050","58389","10000",1,0,0,0,0
"N051","58389","10000",1,0,0,0,0
"N052","5831","10000",1,0,0,0,0
"N053","5832","10000",1,0,0,0,0
"N054","5832","10000",1,0,0,0,0
"N055","5832","10000",1,0,0,0,0
"N056","58389","10000",1,0,0,0,0
"N057","58389","10000",1,0,0,0,0
"N058","58389","10000",1,0,0,0,0
"N059","5839","10000",1,0,0,0,0
"N059","5834","10000",1,0,0,0,0
"N059","5830","10000",1,0,0,0,0
"N060","58389","10000",1,0,0,0,0
"N061","58389","10000",1,0,0,0,0
"N062","5831","10000",1,0,0,0,0
"N063","5832","10000",1,0,0,0,0
"N064","5832","10000",1,0,0,0,0
"N065","5832","10000",1,0,0,0,0
"N066","58389","10000",1,0,0,0,0
"N067","58389","10000",1,0,0,0,0
"N068","58389","10000",1,0,0,0,0
"N069","5839","10000",1,0,0,0,0
"N070","58389","10000",1,0,0,0,0
"N071","58389","10000",1,0,0,0,0
"N072","5831","10000",1,0,0,0,0
"N073","5832","10000",1,0,0,0,0
"N074","5832","10000",1,0,0,0,0
"N075","5832","10000",1,0,0,0,0
"N076","58389","10000",1,0,0,0,0
"N077","58389","10000",1,0,0,0,0
"N078","58389","10000",1,0,0,0,0
"N079","5839","10000",1,0,0,0,0
"N08","58381","10000",1,0,0,0,0
"N10","59011","10000",1,0,0,0,0
"N10","59010","10000",1,0,0,0,0
"N110","59000","10000",1,0,0,0,0
"N110","59001","10000",1,0,0,0,0
"N111","59001","10112",1,0,1,1,2
"N111","5934","10111",1,0,1,1,1
"N111","5933","10111",1,0,1,1,1
"N118","59001","10000",1,0,0,0,0
"N119","59080","10000",1,0,0,0,0
"N12","59080","10000",1,0,0,0,0
"N131","591","10000",1,0,0,0,0
"N132","591","10000",1,0,0,0,0
"N1330","591","10000",1,0,0,0,0
"N1339","591","10000",1,0,0,0,0
"N134","5935","00000",0,0,0,0,0
"N135","5933","10000",1,0,0,0,0
"N136","59080","10000",1,0,0,0,0
"N1370","59370","10000",1,0,0,0,0
"N1371","59370","10000",1,0,0,0,0
"N13721","59371","10000",1,0,0,0,0
"N13722","59372","10000",1,0,0,0,0
"N13729","59373","10000",1,0,0,0,0
"N13731","59371","10000",1,0,0,0,0
"N13732","59372","10000",1,0,0,0,0
"N13739","59373","10000",1,0,0,0,0
"N138","5934","10000",1,0,0,0,0
"N139","59969","10000",1,0,0,0,0
"N139","59960","10000",1,0,0,0,0
"N139","59373","10000",1,0,0,0,0
"N140","58389","10000",1,0,0,0,0
"N141","58389","10000",1,0,0,0,0
"N142","58389","10000",1,0,0,0,0
"N143","58389","10000",1,0,0,0,0
"N144","58389","10000",1,0,0,0,0
"N150","58389","10000",1,0,0,0,0
"N151","5902","00000",0,0,0,0,0
"N158","58389","10000",1,0,0,0,0
"N159","5909","10000",1,0,0,0,0
"N159","5839","10000",1,0,0,0,0
"N16","59081","10000",1,0,0,0,0
"N16","58381","10000",1,0,0,0,0
"N170","5845","00000",0,0,0,0,0
"N171","5836","10000",1,0,0,0,0
"N171","5846","10000",1,0,0,0,0
"N172","5847","10000",1,0,0,0,0
"N172","5837","10000",1,0,0,0,0
"N178","5848","00000",0,0,0,0,0
"N179","5849","00000",0,0,0,0,0
"N181","5851","00000",0,0,0,0,0
"N182","5852","00000",0,0,0,0,0
"N183","5853","00000",0,0,0,0,0
"N184","5854","00000",0,0,0,0,0
"N185","5855","00000",0,0,0,0,0
"N186","5856","00000",0,0,0,0,0
"N189","5859","00000",0,0,0,0,0
"N19","586","00000",0,0,0,0,0
"N200","5920","10000",1,0,0,0,0
"N201","5921","00000",0,0,0,0,0
"N202","5920","10000",1,0,0,0,0
"N209","5929","10000",1,0,0,0,0
"N210","5940","10000",1,0,0,0,0
"N210","5941","10000",1,0,0,0,0
"N211","5942","00000",0,0,0,0,0
"N218","5948","00000",0,0,0,0,0
"N219","5949","00000",0,0,0,0,0
"N22","5929","10000",1,0,0,0,0
"N23","7880","00000",0,0,0,0,0
"N250","5880","00000",0,0,0,0,0
"N251","5881","00000",0,0,0,0,0
"N2581","58881","00000",0,0,0,0,0
"N2589","58889","00000",0,0,0,0,0
"N259","5889","00000",0,0,0,0,0
"N261","587","10000",1,0,0,0,0
"N262","40591","10000",1,0,0,0,0
"N269","587","10000",1,0,0,0,0
"N270","5890","00000",0,0,0,0,0
"N271","5891","00000",0,0,0,0,0
"N279","5899","00000",0,0,0,0,0
"N280","59381","10000",1,0,0,0,0
"N281","5932","00000",0,0,0,0,0
"N2881","5931","00000",0,0,0,0,0
"N2882","59389","10000",1,0,0,0,0
"N2883","5930","00000",0,0,0,0,0
"N2884","5903","10000",1,0,0,0,0
"N2885","5903","10000",1,0,0,0,0
"N2886","5903","10000",1,0,0,0,0
"N2889","59382","10000",1,0,0,0,0
"N2889","59389","10000",1,0,0,0,0
"N289","5939","10000",1,0,0,0,0
"N29","5939","10000",1,0,0,0,0
"N3000","5950","10000",1,0,0,0,0
"N3001","5950","10000",1,0,0,0,0
"N3010","5951","10000",1,0,0,0,0
"N3011","5951","10000",1,0,0,0,0
"N3020","5952","10000",1,0,0,0,0
"N3021","5952","10000",1,0,0,0,0
"N3030","5953","10000",1,0,0,0,0
"N3031","5953","10000",1,0,0,0,0
"N3040","59582","10000",1,0,0,0,0
"N3041","59582","10000",1,0,0,0,0
"N3080","59589","10000",1,0,0,0,0
"N3081","59581","10000",1,0,0,0,0
"N3081","5954","10000",1,0,0,0,0
"N3081","59589","10000",1,0,0,0,0
"N3090","5959","10000",1,0,0,0,0
"N3091","5959","10000",1,0,0,0,0
"N310","59654","10000",1,0,0,0,0
"N311","59654","10000",1,0,0,0,0
"N312","5964","10000",1,0,0,0,0
"N312","59653","10000",1,0,0,0,0
"N318","59652","10000",1,0,0,0,0
"N319","59659","10000",1,0,0,0,0
"N319","59654","10000",1,0,0,0,0
"N320","5960","00000",0,0,0,0,0
"N321","5961","00000",0,0,0,0,0
"N322","5962","00000",0,0,0,0,0
"N323","5963","00000",0,0,0,0,0
"N3281","59651","00000",0,0,0,0,0
"N3289","5966","10000",1,0,0,0,0
"N3289","5967","10000",1,0,0,0,0
"N3289","59689","10000",1,0,0,0,0
"N329","5969","00000",0,0,0,0,0
"N33","59689","10000",1,0,0,0,0
"N340","5970","00000",0,0,0,0,0
"N341","59780","10000",1,0,0,0,0
"N341","09940","10000",1,0,0,0,0
"N342","59789","10000",1,0,0,0,0
"N343","59781","00000",0,0,0,0,0
"N35010","5981","10000",1,0,0,0,0
"N35011","5981","10000",1,0,0,0,0
"N35012","5981","10000",1,0,0,0,0
"N35013","5981","10000",1,0,0,0,0
"N35014","5981","10000",1,0,0,0,0
"N35021","5981","10000",1,0,0,0,0
"N35028","5981","10000",1,0,0,0,0
"N35111","59800","10000",1,0,0,0,0
"N35112","59800","10000",1,0,0,0,0
"N35113","59800","10000",1,0,0,0,0
"N35114","59800","10000",1,0,0,0,0
"N35119","59800","10000",1,0,0,0,0
"N3512","59800","10000",1,0,0,0,0
"N358","5988","00000",0,0,0,0,0
"N359","5989","00000",0,0,0,0,0
"N360","5991","00000",0,0,0,0,0
"N361","5992","00000",0,0,0,0,0
"N362","5993","00000",0,0,0,0,0
"N3641","59981","10000",1,0,0,0,0
"N3642","59982","10000",1,0,0,0,0
"N3643","59981","10111",1,0,1,1,1
"N3643","59982","10112",1,0,1,1,2
"N3644","59655","00000",0,0,0,0,0
"N365","5994","00000",0,0,0,0,0
"N368","5995","10000",1,0,0,0,0
"N368","59984","10000",1,0,0,0,0
"N369","5999","10000",1,0,0,0,0
"N37","59801","10000",1,0,0,0,0
"N390","5990","00000",0,0,0,0,0
"N393","78832","10000",1,0,0,0,0
"N393","6256","10000",1,0,0,0,0
"N3941","78831","00000",0,0,0,0,0
"N3942","78834","00000",0,0,0,0,0
"N3943","78835","00000",0,0,0,0,0
"N3944","78836","00000",0,0,0,0,0
"N3945","78837","00000",0,0,0,0,0
"N3946","78833","00000",0,0,0,0,0
"N39490","78838","00000",0,0,0,0,0
"N39498","78839","00000",0,0,0,0,0
"N398","59989","00000",0,0,0,0,0
"N399","5999","10000",1,0,0,0,0
"N400","60000","10000",1,0,0,0,0
"N401","60001","10000",1,0,0,0,0
"N402","60010","10000",1,0,0,0,0
"N403","60011","10000",1,0,0,0,0
"N410","6010","00000",0,0,0,0,0
"N411","6011","00000",0,0,0,0,0
"N412","6012","00000",0,0,0,0,0
"N413","6013","00000",0,0,0,0,0
"N414","6018","10000",1,0,0,0,0
"N418","6018","10000",1,0,0,0,0
"N419","6019","00000",0,0,0,0,0
"N420","6020","00000",0,0,0,0,0
"N421","6021","00000",0,0,0,0,0
"N423","6023","00000",0,0,0,0,0
"N4281","6028","10000",1,0,0,0,0
"N4282","6028","10000",1,0,0,0,0
"N4283","6003","00000",0,0,0,0,0
"N4289","6028","10000",1,0,0,0,0
"N4289","6022","10000",1,0,0,0,0
"N429","6029","00000",0,0,0,0,0
"N430","6030","00000",0,0,0,0,0
"N431","6031","00000",0,0,0,0,0
"N432","6038","00000",0,0,0,0,0
"N433","6039","00000",0,0,0,0,0
"N4340","6081","10000",1,0,0,0,0
"N4341","6081","10000",1,0,0,0,0
"N4342","6081","10000",1,0,0,0,0
"N4400","60820","00000",0,0,0,0,0
"N4401","60821","00000",0,0,0,0,0
"N4402","60822","00000",0,0,0,0,0
"N4403","60823","00000",0,0,0,0,0
"N4404","60824","00000",0,0,0,0,0
"N441","60889","10000",1,0,0,0,0
"N442","60889","10000",1,0,0,0,0
"N448","60889","10000",1,0,0,0,0
"N451","60490","10000",1,0,0,0,0
"N451","60499","10000",1,0,0,0,0
"N452","60499","10000",1,0,0,0,0
"N452","60490","10000",1,0,0,0,0
"N453","60490","10000",1,0,0,0,0
"N453","60499","10000",1,0,0,0,0
"N454","6040","10000",1,0,0,0,0
"N4601","6060","10000",1,0,0,0,0
"N46021","6060","10000",1,0,0,0,0
"N46022","6060","10000",1,0,0,0,0
"N46023","6060","10000",1,0,0,0,0
"N46024","6060","10000",1,0,0,0,0
"N46025","6060","10000",1,0,0,0,0
"N46029","6068","10000",1,0,0,0,0
"N4611","6061","10000",1,0,0,0,0
"N46121","6061","10000",1,0,0,0,0
"N46122","6061","10000",1,0,0,0,0
"N46123","6061","10000",1,0,0,0,0
"N46124","6061","10000",1,0,0,0,0
"N46125","6061","10000",1,0,0,0,0
"N46129","6061","10000",1,0,0,0,0
"N468","6068","10000",1,0,0,0,0
"N469","6069","00000",0,0,0,0,0
"N470","605","10000",1,0,0,0,0
"N471","605","10000",1,0,0,0,0
"N472","605","10000",1,0,0,0,0
"N473","605","10000",1,0,0,0,0
"N474","605","10000",1,0,0,0,0
"N475","605","10000",1,0,0,0,0
"N476","6071","10000",1,0,0,0,0
"N477","605","10000",1,0,0,0,0
"N478","605","10000",1,0,0,0,0
"N480","60781","10000",1,0,0,0,0
"N480","6070","10000",1,0,0,0,0
"N481","6071","10000",1,0,0,0,0
"N4821","6072","10000",1,0,0,0,0
"N4822","6072","10000",1,0,0,0,0
"N4829","6072","10000",1,0,0,0,0
"N4830","6073","10000",1,0,0,0,0
"N4831","6073","10000",1,0,0,0,0
"N4832","6073","10000",1,0,0,0,0
"N4833","6073","10000",1,0,0,0,0
"N4839","6073","10000",1,0,0,0,0
"N485","60789","10000",1,0,0,0,0
"N486","60785","10000",1,0,0,0,0
"N4881","60789","10000",1,0,0,0,0
"N4882","60789","10000",1,0,0,0,0
"N4883","60789","10000",1,0,0,0,0
"N4889","60789","10000",1,0,0,0,0
"N4889","60783","10000",1,0,0,0,0
"N489","6079","00000",0,0,0,0,0
"N490","6080","00000",0,0,0,0,0
"N491","6084","10000",1,0,0,0,0
"N492","6084","10000",1,0,0,0,0
"N493","6084","10000",1,0,0,0,0
"N498","6084","10000",1,0,0,0,0
"N499","6084","10000",1,0,0,0,0
"N500","6083","00000",0,0,0,0,0
"N501","60883","10000",1,0,0,0,0
"N501","60782","10000",1,0,0,0,0
"N503","60889","10000",1,0,0,0,0
"N508","60885","10000",1,0,0,0,0
"N508","60889","10000",1,0,0,0,0
"N508","60886","10000",1,0,0,0,0
"N508","60884","10000",1,0,0,0,0
"N509","6089","10000",1,0,0,0,0
"N51","60881","10000",1,0,0,0,0
"N5201","60784","10000",1,0,0,0,0
"N5202","60784","10000",1,0,0,0,0
"N5203","60784","10000",1,0,0,0,0
"N521","60784","10000",1,0,0,0,0
"N522","60784","10000",1,0,0,0,0
"N5231","60784","10000",1,0,0,0,0
"N5232","60784","10000",1,0,0,0,0
"N5233","60784","10000",1,0,0,0,0
"N5234","60784","10000",1,0,0,0,0
"N5239","60784","10000",1,0,0,0,0
"N528","60784","10000",1,0,0,0,0
"N529","60784","10000",1,0,0,0,0
"N5311","60887","10000",1,0,0,0,0
"N5312","60889","10000",1,0,0,0,0
"N5313","60887","10000",1,0,0,0,0
"N5314","60887","10000",1,0,0,0,0
"N5319","60887","10000",1,0,0,0,0
"N538","60889","10000",1,0,0,0,0
"N539","60889","10000",1,0,0,0,0
"N6001","6100","10000",1,0,0,0,0
"N6002","6100","10000",1,0,0,0,0
"N6009","6100","10000",1,0,0,0,0
"N6011","6101","10000",1,0,0,0,0
"N6012","6101","10000",1,0,0,0,0
"N6019","6101","10000",1,0,0,0,0
"N6021","6102","10000",1,0,0,0,0
"N6022","6102","10000",1,0,0,0,0
"N6029","6102","10000",1,0,0,0,0
"N6031","6103","10000",1,0,0,0,0
"N6032","6103","10000",1,0,0,0,0
"N6039","6103","10000",1,0,0,0,0
"N6041","6104","10000",1,0,0,0,0
"N6042","6104","10000",1,0,0,0,0
"N6049","6104","10000",1,0,0,0,0
"N6081","6108","10000",1,0,0,0,0
"N6082","6108","10000",1,0,0,0,0
"N6089","6108","10000",1,0,0,0,0
"N6091","6109","10000",1,0,0,0,0
"N6092","6109","10000",1,0,0,0,0
"N6099","6109","10000",1,0,0,0,0
"N61","6110","00000",0,0,0,0,0
"N62","6111","00000",0,0,0,0,0
"N63","61172","00000",0,0,0,0,0
"N640","6112","10000",1,0,0,0,0
"N641","6113","00000",0,0,0,0,0
"N642","6114","00000",0,0,0,0,0
"N643","6116","00000",0,0,0,0,0
"N644","61171","00000",0,0,0,0,0
"N6451","61179","10000",1,0,0,0,0
"N6452","61179","10000",1,0,0,0,0
"N6453","61179","10000",1,0,0,0,0
"N6459","61179","10000",1,0,0,0,0
