Unnamed: 0,med_name,is_fluids,fluid_type,med_class,med_subclass
7724,chloroprocaine,False,Medication,,not_reviewed
7736,daratumumab,False,Medication,,antineoplastics
7761,insulin isophane-insulin regular,False,Medication,,not_reviewed
7765,pembrolizumab,False,Medication,,antineoplastics
7787,atropine-diphenoxylate,False,Medication,,not_reviewed
7814,docusate,False,Medication,,not_reviewed
7822,ocular lubricant,False,Medication,,other
7831,brentuximab vedotin,False,Medication,,antineoplastics
8084,cangrelor,False,Medication,,
8289,casirivimab-imdevimab,False,Medication,,
8333,cefiderocol,False,Medication,,
8432,glucarpidase,False,Medication,,
8581,D12.5W 0.2%NS,True,Hypertonic Crystalloid,,
8637,Lorazepam IV Therapy,False,Medication,,
8673,amobarbital,False,Medication,,not_reviewed
8675,D20W,True,Hypertonic Crystalloid,,
8689,D12.5W 0.45%NS,True,Hypertonic Crystalloid,,
8713,D25W 250mL,True,Hypertonic Crystalloid,,
8769,"diphtheria/pertussis, acel/tetanus adult (Tdap)",False,Medication,,not_reviewed
8804,carfilzomib,False,Medication,,antineoplastics
8818,betamethasone,False,Medication,,not_reviewed
8844,von Willebrand factor,False,Medication,,
8876,D20W 0.2%NS,True,Hypertonic Crystalloid,,
8948,immune globulin intravenous and subcutaneous,False,Medication,,
8958,D10W 0.45%NS,True,Hypertonic Crystalloid,,
8975,patisiran,False,Medication,,
9000,D15%W 250 ml,True,Hypertonic Crystalloid,,
9050,D12.5%W,True,Hypertonic Crystalloid,,
9076,Description Missing,False,Medication,,
9082,tamsulosin,False,Medication,,other
