formulary_name,med_name_generic,med_action_dose_unit,volume_given,volume_unit,volume_numeric,count
ALTEPLASE 100 MG IV SOLR,Alteplase,mg,50,mg,50,6
ALTEPLASE 100 MG IV SOLR,Alteplase,mg,52.65,mg,52.65,1
ALTEPLASE 100 MG IV SOLR,Alteplase,mg,58.9,mg,58.9,1
ALTEPLASE 100 MG IV SOLR,Alteplase,mg,5.1,mg,5.1,1
ALTEPLASE 50 MG IV SOLR,Alteplase,mg/kg,.81,mg/kg,.81,1
ALTEPLASE 50 MG IV SOLR,Alteplase,mg,50,mg,50,25
ALTEPLASE 50 MG IV SOLR,Alteplase,mg/kg,.09,mg/kg,.09,1
AMINOCAPROIC ACID 250 MG/ML IV SOLN,Aminocaproic Acid,g,5,g,5,2
AMINOPHYLLINE 25 MG/ML IV SOLN,Aminophylline,mg,250,mg,250,1
AMINOPHYLLINE 25 MG/ML IV SOLN,Aminophylline,mg,5.7,mg/kg,5.7,1
AMINOPHYLLINE 25 MG/ML IV SOLN,Aminophylline,mg,50,mg,50,5
AMINOPHYLLINE 25 MG/ML IV SOLN,Aminophylline,mg,75,mg,75,1
AMIODARONE HCL 150 MG/3ML IV SOLN,Amiodarone HCl,mg,200,mg,200,5
AMIODARONE HCL 150 MG/3ML IV SOLN,Amiodarone HCl,mg,100,mg,100,5
AMIODARONE HCL 150 MG/3ML IV SOLN,Amiodarone HCl,mg,150,mg,150,332
AMIODARONE HCL 150 MG/3ML IV SOLN,Amiodarone HCl,mg,300,mg,300,82
AMIODARONE HCL 150 MG/3ML IV SOLN,Amiodarone HCl,mg,400,mg,400,2
AMIODARONE HCL 150 MG/3ML IV SOLN,Amiodarone HCl,mg,75,mg,75,2
AMIODARONE HCL IN DEXTROSE 150-4.21 MG/100ML-% IV SOLN,Amiodarone HCl in Dextrose,mg,150,mg,150,1413
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg/min,1.5,mg/min,1.5,8
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg/min,.75,mg/min,.75,2
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg/min,1,mg/min,1,5559
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg/min,.7,mg/min,.7,6
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg,1,mg/min,1,3
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg/min,.5,mg/min,.5,12730
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg/min,.25,mg/min,.25,35
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg,.5,mg/min,.5,5
AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN,Amiodarone HCl in Dextrose,mg/min,.5-1,mg/min,.5-1,6
AMPICILLIN SODIUM 500 MG IJ SOLR,Ampicillin Sodium,mg,100,mg/kg,100,89
AMPICILLIN SODIUM 500 MG IJ SOLR,Ampicillin Sodium,mg,214,mg,214,1
AMPICILLIN SODIUM 500 MG IJ SOLR,Ampicillin Sodium,mg,50,mg/kg,50,2
AMPICILLIN SODIUM 500 MG IJ SOLR,Ampicillin Sodium,mg,67,mg/kg,67,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units/kg,50,Units/kg,50,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units,4500,Units,4500,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units,4400,Units,4400,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units,4303,Units,4303,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units,4568,Units,4568,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units,2619,Units,2619,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units,2608,Units,2608,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units,10134,Units,10134,1
ANTIHEMOPHILIC FACTOR (RECOMB) 500 UNITS IV KIT,Antihemophilic Factor (Recomb),Units,3111,Units,3111,1
ANTIHEMOPHILIC FACTOR-VWF 500-1200 UNITS IV SOLR,Antihemophilic Factor-VWF,Int'l Units,3270,Int'l Units,3270,1
ANTIHEMOPHILIC FACTOR-VWF 500-1200 UNITS IV SOLR,Antihemophilic Factor-VWF,Int'l Units,5400,Int'l Units,5400,2
ARGATROBAN 250 MG/2.5ML IV SOLN,Argatroban,mg,4,mg,4,1
ARGATROBAN 50 MG/50ML IV SOLN,Argatroban,mcg/kg/min,0-10,mcg/kg/min,0-10,41
ARGATROBAN IN SODIUM CHLORIDE 250-0.9 MG/250ML-% IV SOLN,Argatroban in Sodium Chloride,mcg/kg/min,2,mcg/kg/min,2,6
ARGATROBAN IN SODIUM CHLORIDE 250-0.9 MG/250ML-% IV SOLN,Argatroban in Sodium Chloride,mcg/kg/min,.5,mcg/kg/min,.5,13
ATRACURIUM BESYLATE 100 MG/10ML IV SOLN,Atracurium Besylate,mg,0.4,mg/kg,0.4,1
AZTREONAM 1G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,Aztreonam-Dextrose,g,1,g,1,319
AZTREONAM 2G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,Aztreonam-Dextrose,g,2,g,2,421
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,8,mcg,8,6
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,7,mcg,7,9
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,6,mcg,6,10
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,5,mcg,5,39
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,4,mcg,4,54
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,.25,mcg,.25,24
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,2,mcg,2,534
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,10,mcg,10,6
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,1,mcg,1,1669
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,.5,mcg,.5,252
CALCITRIOL 1 MCG/ML IV SOLN,Calcitriol,mcg,3,mcg,3,77
CALCIUM CHLORIDE 10 % IV SOLN,Calcium Chloride,g,.3,g,.3,1
CALCIUM CHLORIDE 10 % IV SOLN,Calcium Chloride,g,.5,g,.5,1
CALCIUM CHLORIDE 10 % IV SOLN,Calcium Chloride,g,1,g,1,268
CALCIUM CHLORIDE 10 % IV SOLN,Calcium Chloride,g,2,g,2,26
CALCIUM CHLORIDE 10 % IV SOLN,Calcium Chloride,g,3,g,3,2
CALCIUM CHLORIDE 10 % IV SOLN,Calcium Chloride,g,4,g,4,1
CALCIUM GLUCONATE 10 % IV SOLN,Calcium Gluconate,mg,1,g,1,1
CALCIUM GLUCONATE 10 % IV SOLN,Calcium Gluconate,g,5,g,5,1
CALCIUM GLUCONATE 10 % IV SOLN,Calcium Gluconate,g,4,g,4,1
CALCIUM GLUCONATE 10 % IV SOLN,Calcium Gluconate,g,3.5,g,3.5,1
CALCIUM GLUCONATE 10 % IV SOLN,Calcium Gluconate,g,3,g,3,79
CALCIUM GLUCONATE 10 % IV SOLN,Calcium Gluconate,g,2,g,2,318
CALCIUM GLUCONATE 10 % IV SOLN,Calcium Gluconate,g,1,g,1,4131
CALCIUM GLUCONATE-NACL 1-0.675 GM/50ML-% IV SOLN,Calcium Gluconate-NaCl,g,1,g,1,3103
CALCIUM GLUCONATE-NACL 2-0.675 GM/100ML-% IV SOLN,Calcium Gluconate-NaCl,g,2,g,2,2188
CEFAZOLIN 1G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,CeFAZolin in D5W,g,1,g,1,6802
CEFAZOLIN 1G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,CeFAZolin in D5W,g,2,g,2,2
CEFAZOLIN 1G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,CeFAZolin in D5W,mg,1,g,1,2
CEFAZOLIN 1G IN 50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,ceFAZolin Sodium-Dextrose,g,1,g,1,17688
CEFAZOLIN IN D5W 2 GM/100ML IV SOLN,CeFAZolin in D5W,g,2,g,2,1
CEFAZOLIN SODIUM-DEXTROSE 2-3 GM-% IV SOLR,ceFAZolin Sodium-Dextrose,g,2,g,2,4374
CEFAZOLIN SODIUM-DEXTROSE 2-3 GM-%(50ML) IV SOLR,ceFAZolin Sodium-Dextrose,g,2,g,2,1
CEFAZOLIN SODIUM-DEXTROSE 2-4 GM/100ML-% IV SOLN,ceFAZolin Sodium-Dextrose,g,2,g,2,17756
CEFEPIME HCL 1 GM/50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,Cefepime HCl,g,2,g,2,25
CEFEPIME HCL 1 GM/50ML DEXTROSE (ISO-OSMOTIC) PREMIXED SOLUTION,Cefepime HCl,g,1,g,1,1896
CEFOTAXIME SODIUM IN D5W 1 GM/50ML IV SOLN,Cefotaxime Sodium in D5W,g,1,g,1,1
CEFTAZIDIME (FORTAZ) 2 G/50 ML D5W IV DUPLEX,cefTAZidime and Dextrose,g,2,g,2,695
CEFTAZIDIME AND DEXTROSE 2-5 GM-%(50ML) IV SOLR,cefTAZidime and Dextrose,g,2,g,2,14
CEFTAZIDIME SODIUM IN DEXTROSE 1 GM/50ML IV SOLN,cefTAZidime Sodium in Dextrose,g,1,g,1,5
CEFTOLOZANE-TAZOBACTAM 1.5 (1-0.5) G IV SOLR,Ceftolozane-Tazobactam,g,1.5,g,1.5,1
CETUXIMAB 100 MG/50ML IV SOLN,Cetuximab,mg,250,mg/m2,250,20
CETUXIMAB 100 MG/50ML IV SOLN,Cetuximab,mg,400,mg/m2,400,13
CIPROFLOXACIN IN D5W 200 MG/100ML IV SOLN,Ciprofloxacin in D5W,mg,200,mg,200,118
CIPROFLOXACIN IN D5W 400 MG/200ML IV SOLN,Ciprofloxacin in D5W,mg,250,mg,250,1
CIPROFLOXACIN IN D5W 400 MG/200ML IV SOLN,Ciprofloxacin in D5W,mg,400,mg,400,20750
CIPROFLOXACIN IN D5W 400 MG/200ML IV SOLN,Ciprofloxacin in D5W,mg,500,mg,500,38
CIPROFLOXACIN IN D5W 400 MG/200ML IV SOLN,Ciprofloxacin in D5W,mg,750,mg,750,1
CISATRACURIUM BESYLATE 20 MG/10ML IV SOLN,Cisatracurium Besylate,mg,20,mg,20,1
CISATRACURIUM BESYLATE 20 MG/10ML IV SOLN,Cisatracurium Besylate,mg,10,mg,10,4
CISATRACURIUM BESYLATE 20 MG/10ML IV SOLN,Cisatracurium Besylate,mg,.15,mg/kg,.15,6
CISATRACURIUM BESYLATE 20 MG/10ML IV SOLN,Cisatracurium Besylate,mg,.03,mg/kg,.03,2
CISATRACURIUM BESYLATE 20 MG/10ML IV SOLN,Cisatracurium Besylate,mg,.2,mg/kg,.2,2
CLINDAMYCIN PHOSPHATE IN D5W 600 MG/50ML IV SOLN,Clindamycin Phosphate in D5W,mg,600,mg,600,22362
CLINDAMYCIN PHOSPHATE IN D5W 900 MG/50ML IV SOLN,Clindamycin Phosphate in D5W,mg,900,mg,900,26113
COAGULATION FACTOR IX (RECOMB BENEFIX) 1000 UNITS IV KIT,Coagulation Factor IX (Recomb),Units,3500,Units,3500,2
COAGULATION FACTOR IX (RECOMB) 1000 UNITS IV KIT,Coagulation Factor IX (Recomb),Units,4000,Units,4000,1
COAGULATION FACTOR IX (RECOMB) 1000 UNITS IV KIT,Coagulation Factor IX (Recomb),Units,6000,Units,6000,2
COAGULATION FACTOR IX (RECOMB) 1000 UNITS IV KIT,Coagulation Factor IX (Recomb),Units,6500,Units,6500,8
COAGULATION FACTOR IX (RECOMB) 1000 UNITS IV SOLR,Coagulation Factor IX (Recomb),Units,62,Units/kg,62,1
COAGULATION FACTOR IX (RECOMB) 1000 UNITS IV SOLR,Coagulation Factor IX (Recomb),Units/kg,62,Units/kg,62,1
CONIVAPTAN HCL IN DEXTROSE 20-5 MG/100ML-% IV SOLN,Conivaptan HCl in Dextrose,mg,20,mg,20,27
COPPER CHLORIDE 0.4 MG/ML IV SOLN,Cupric Chloride,mg,2.4,mg,2.4,4
CUPRIC SULFATE 0.4 MG/ML IV SOLN,Cupric Sulfate,mg,2.4,mg,2.4,1
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IJ SOLN,Dexamethasone Sodium Phosphate,mg,10,mg,10,1
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-1.6,mcg/kg/hr,0-1.6,23
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-1.5,mcg/kg/hr,0-1.5,44
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-1.4,mcg/kg/hr,0-1.4,45641
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-1.2,mcg/kg/hr,0-1.2,95
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-1.1,mcg/kg/hr,0-1.1,108
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-1,mcg/kg/hr,0-1,679
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.9,mcg/kg/hr,0-.9,41
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.8,mcg/kg/hr,0-.8,101
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.7,mcg/kg/hr,0-.7,199
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.6,mcg/kg/hr,0-.6,230
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.4,mcg/kg/hr,0-.4,242
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.5,mcg/kg/hr,0-.5,618
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.2,mcg/kg/hr,0-.2,3
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.09,mcg/kg/hr,0-.09,46
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.06,mcg/kg/hr,0-.06,60
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,.9,mcg/kg/hr,.9,59
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,.8,mcg/kg/hr,.8,67
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,.6,mcg/kg/hr,.6,8
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,.5,mcg/kg/hr,.5,10
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,.3,mcg/kg/hr,.3,2
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,.2,mcg/kg/hr,.2,3
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,.1-.5,mcg/kg/hr,.1-.5,182
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,.1,mcg/kg/hr,.1,24
DEXMEDETOMIDINE 1000 MCG/ 250 ML NS PREMIXED,Dexmedetomidine HCl,mcg/kg/hr,0-.3,mcg/kg/hr,0-.3,280
DEXMEDETOMIDINE HCL 200 MCG/2ML IV SOLN,Dexmedetomidine HCl,mcg,30,mcg,30,2
DEXMEDETOMIDINE HCL 200 MCG/2ML IV SOLN,Dexmedetomidine HCl,mcg/kg/hr,.3,mcg/kg/hr,.3,1
DEXMEDETOMIDINE HCL IN NACL 200 MCG/50ML IV SOLN,Dexmedetomidine HCl in NaCl,mcg/kg/hr,.1,mcg/kg/hr,.1,3
DEXTROSE 10 % IV SOLN,Dextrose,mL/hr,100,mL/hr,100,75
DEXTROSE 10 % IV SOLN,Dextrose,g,0.5,g/kg,0.5,4
DEXTROSE 10 % IV SOLN,Dextrose,mL,500,mL,500,9
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,3.5,mL,3.5,4
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,3.6,mL,3.6,2
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,3.75,mL,3.75,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,4,mL,4,55
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,4,mL/kg,4,3
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,4.2,mL,4.2,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,4.4,mL,4.4,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,4.5,mL,4.5,6
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,4.6,mL,4.6,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,4.7,mL,4.7,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,5,mL,5,44
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,5.2,mL,5.2,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,5.4,mL,5.4,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,5.5,mL,5.5,2
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,6,mL,6,39
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,6.5,mL,6.5,4
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,6.8,mL,6.8,2
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,7,mL,7,15
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,7.2,mL,7.2,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,7.6,mL,7.6,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,8,mL,8,26
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,8.8,mL,8.8,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,9,mL,9,5
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL/kg,2,mL/kg,2,4
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL/kg,2.2,mL/kg,2.2,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,5.5,mL/kg,5.5,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,3.4,mL,3.4,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,1.1,mL,1.1,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,3,mL/kg,3,4
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,1,mL,1,5
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,3.2,mL,3.2,3
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,1.3,mL,1.3,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,1.5,mL,1.5,15
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,1.6,mL,1.6,9
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,1.7,mL,1.7,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,1.9,mL/kg,1.9,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,10,mL,10,20
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2,mL,2,31
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2,mL/kg,2,870
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.005,mL/kg,2.005,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.07,mL/kg,2.07,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,15,mL,15,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.14,mL/kg,2.14,2
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,3,mL,3,31
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.1,mL/kg,2.1,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.8,mL,2.8,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.7,mL,2.7,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.66,mL,2.66,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,250,mL,250,1
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.5,mL,2.5,3
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.4,mL,2.4,3
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.2,mL/kg,2.2,2
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.2,mL,2.2,3
DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,mL,2.5,mL/kg,2.5,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,3.2,mL,3.2,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL/kg,2,mL/kg,2,2
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,8,mL,8,4
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,7,mL,7,10
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,6,mL,6,10
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,5,mL,5,8
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,4.5,mL,4.5,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,4,mL,4,6
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,3.4,mL,3.4,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,3,mL/kg,3,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,11,mL,11,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,2.5,mL/kg,2.5,6
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,2.03,mL/kg,2.03,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,2,mL/kg,2,529
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,15,mL,15,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,13,mL,13,2
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,1.4,mL,1.4,2
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,1.2,mL,1.2,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,1,mL/kg,1,2
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,1,mL,1,1
DEXTROSE 10% (NICU) IV BOLUS SYRINGE,Dextrose 10,mL,3,mL,3,6
DEXTROSE 20 % IV SOLN,Dextrose,mL,500,mL,500,12
DEXTROSE 20 % IV SOLN,Dextrose,mL/hr,100,mL/hr,100,1
DEXTROSE 250 MG/ML IV SOLN,Dextrose,g,2.5,g,2.5,11
DEXTROSE 250 MG/ML IV SOLN,Dextrose,g,.5,g/kg,.5,2
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,750,mL,750,1
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,75,mL,75,23
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,600,mL,600,2
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,60,mL,60,2
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,5500,mL,5500,1
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,500,mL,500,457
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,50,mL,50,6
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,4000,mL,4000,2
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,400,mL,400,1
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,3000,mL,3000,3
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,2500,mL,2500,2
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,1200,mL,1200,2
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,2000,mL,2000,29
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,200,mL,200,18
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,1800,mL,1800,3
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,1500,mL,1500,4
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,150,mL,150,13
DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,mL,125,mL,125,10
