Unnamed: 0,med_name,is_fluids,fluid_type,med_class,med_subclass
721,oxacillin,FALSE,Medication,anti-infective,penicillins
744,oxaliplatin,FALSE,Medication,other,other
746,oxymetazoline nasal,FALSE,Medication,other,other
136,oxytocin,FALSE,Medication,other,other
610,PACLitaxel,FALSE,Medication,other,other
1084,PACLitaxel protein-bound,FALSE,Medication,other,other
2079,palifermin,FALSE,Medication,other,other
848,palonosetron,FALSE,Medication,antiemetic,other
423,pamidronate,FALSE,Medication,other,other
1176,panitumumab,FALSE,Medication,other,other
10,pantoprazole,FALSE,Medication,proton_pump_inhibitor,other
983,papaverine,FALSE,Medication,other,other
3359,parenteral nutrition solution,TRUE,Parenteral Nutrition,other,other
455,paricalcitol,FALSE,Medication,other,other
8975,patisiran,FALSE,Medication,other,other
3888,PCA IV Syringe,TRUE,IV Line Fluid,other,other
4386,PCA Reservoir & Syringe Volume Confirm,FALSE,Medication,other,other
1126,pegaspargase,FALSE,Medication,other,other
7765,pembrolizumab,FALSE,Medication,other,other
849,PEMEtrexed,FALSE,Medication,other,other
3892,penicillin G benzathine,FALSE,Medication,anti-infective,penicillins
251,penicillin G potassium,FALSE,Medication,anti-infective,penicillins
845,penicillin G sodium,FALSE,Medication,anti-infective,penicillins
623,pentamidine,FALSE,Medication,anti-infective,antiparasitic
656,PENTobarbital,FALSE,Medication,other,other
1166,pentostatin,FALSE,Medication,other,other
2123,peramivir,FALSE,Medication,anti-infective,antiviral
977,perflutren,FALSE,Medication,other,other
1116,pertuzumab,FALSE,Medication,other,other
266,PHENobarbital,FALSE,Medication,other,other
2212,phenol topical,FALSE,Medication,other,other
86,phenylephrine,FALSE,Medication,pressor,vasopressor
841,phenylephrine nasal,FALSE,Medication,pressor,vasopressor
7210,phenylephrine ophthalmic,FALSE,Medication,pressor,vasopressor
821,phenytoin,FALSE,Medication,anticonvulsant,other
497,physostigmine,FALSE,Medication,other,other
303,phytonadione,FALSE,Medication,vitamin_supplement,other
45,piperacillin-tazobactam,FALSE,Medication,anti-infective,penicillins
3681,pneumococcal 23-polyvalent vaccine,FALSE,Medication,other,other
2168,polymyxin B sulfate,FALSE,Medication,other,other
546,posaconazole,FALSE,Medication,anti-infective,antifungals
563,potassium acetate,TRUE,Electrolyte Solution (Potassium),other,other
16,potassium chloride,TRUE,Electrolyte Solution (Potassium),fluid_electrolyte,other
77,potassium chloride-sodium chloride,TRUE,Electrolyte Solution (Potassium),fluid_electrolyte,other
6522,Potassium Level Recheck Reminder,FALSE,Medication,other,other
151,potassium phosphate,TRUE,Electrolyte Solution (Potassium),other,other
708,prasugrel,FALSE,Medication,other,other
5130,predniSONE,FALSE,Medication,corticosteroids,other
1000,pregabalin,FALSE,Medication,gabapentinoid,other
24,Premix Dextrose 5%,TRUE,Premix,other,other
46,Premix Diluent,TRUE,Premix,other,other
25,Premix NS,TRUE,Premix,other,other
869,"Premix Water, Sterile",TRUE,Premix,other,other
4898,Prismasate BK4/0 w/o Calcium,TRUE,Dialysis Solution,fluid_electrolyte,other
3698,prismasate dialysate,TRUE,Dialysis Solution,other,other
6808,PrismaSol B22GK4/0 w/o Calcium,TRUE,Dialysis Solution,fluid_electrolyte,other
608,procainamide,FALSE,Medication,antiarrhythmics,other
3815,procaine penicillin,FALSE,Medication,anti-infective,penicillins
350,prochlorperazine,FALSE,Medication,antiemetic,other
271,promethazine,FALSE,Medication,antiemetic,other
21,propofol,FALSE,Medication,sedative,anesthetic
814,propranolol,FALSE,Medication,bp_lowering,other
87,protamine,FALSE,Medication,reversal_agent,anticoagulant
3553,protein C,FALSE,Medication,other,other
651,prothrombin complex conc human,FALSE,Medication,other,other
875,prothrombin complex concentrate,FALSE,Medication,other,other
971,pyridostigmine,FALSE,Medication,other,other
219,pyridoxine,FALSE,Medication,vitamin_supplement,other
1010,quinidine,FALSE,Medication,antiarrhythmics,other
1138,ramucirumab,FALSE,Medication,other,other
817,raNITIdine,FALSE,Medication,antihistamine,acid_suppressant
327,rasburicase,FALSE,Medication,other,other
6136,ravulizumab-cwvz 300 mg/30mL inj,FALSE,Medication,other,other
7104,regadenoson,FALSE,Medication,other,other
6883,remdesivir,FALSE,Medication,anti-infective,antiviral
6877,remdesivir.,FALSE,Medication,anti-infective,antiviral
323,remifentanil,FALSE,Medication,analgesic,opioids
1015,RHo (D) immune globulin,FALSE,Medication,other,other
374,rifAMPin,FALSE,Medication,anti-infective,antimycobacterial agents
315,riTUXimab,FALSE,Medication,other,other
82,rocuronium,FALSE,Medication,neuromuscular_blocker,other
2382,ropivacaine,FALSE,Medication,other,other
2202,sargramostim,FALSE,Medication,other,other
273,scopolamine,FALSE,Medication,other,other
