"quan_deyo","ICD10"
"Cancer","C6902"
"Cancer","C691"
"Cancer","C6910"
"Cancer","C6911"
"Cancer","C6912"
"Cancer","C692"
"Cancer","C6920"
"Cancer","C6921"
"Cancer","C6922"
"Cancer","C693"
"Cancer","C6930"
"Cancer","C6931"
"Cancer","C6932"
"Cancer","C694"
"Cancer","C6940"
"Cancer","C6941"
"Cancer","C6942"
"Cancer","C695"
"Cancer","C6950"
"Cancer","C6951"
"Cancer","C6952"
"Cancer","C696"
"Cancer","C6960"
"Cancer","C6961"
"Cancer","C6962"
"Cancer","C698"
"Cancer","C6980"
"Cancer","C6981"
"Cancer","C6982"
"Cancer","C699"
"Cancer","C6990"
"Cancer","C6991"
"Cancer","C6992"
"Cancer","C70"
"Cancer","C700"
"Cancer","C701"
"Cancer","C709"
"Cancer","C71"
"Cancer","C710"
"Cancer","C711"
"Cancer","C712"
"Cancer","C713"
"Cancer","C714"
"Cancer","C715"
"Cancer","C716"
"Cancer","C717"
"Cancer","C718"
"Cancer","C719"
"Cancer","C72"
"Cancer","C720"
"Cancer","C721"
"Cancer","C722"
"Cancer","C7220"
"Cancer","C7221"
"Cancer","C7222"
"Cancer","C723"
"Cancer","C7230"
"Cancer","C7231"
"Cancer","C7232"
"Cancer","C724"
"Cancer","C7240"
"Cancer","C7241"
"Cancer","C7242"
"Cancer","C725"
"Cancer","C7250"
"Cancer","C7259"
"Cancer","C729"
"Cancer","C73"
"Cancer","C74"
"Cancer","C740"
"Cancer","C7400"
"Cancer","C7401"
"Cancer","C7402"
"Cancer","C741"
"Cancer","C7410"
"Cancer","C7411"
"Cancer","C7412"
"Cancer","C749"
"Cancer","C7490"
"Cancer","C7491"
"Cancer","C7492"
"Cancer","C75"
"Cancer","C750"
"Cancer","C751"
"Cancer","C752"
"Cancer","C753"
"Cancer","C754"
"Cancer","C755"
"Cancer","C758"
"Cancer","C759"
"Cancer","C76"
"Cancer","C760"
"Cancer","C761"
"Cancer","C762"
"Cancer","C763"
"Cancer","C764"
"Cancer","C7640"
"Cancer","C7641"
"Cancer","C7642"
"Cancer","C765"
"Cancer","C7650"
"Cancer","C7651"
"Cancer","C7652"
"Cancer","C768"
"Cancer","C7A"
"Cancer","C7A0"
"Cancer","C7A00"
"Cancer","C7A01"
"Cancer","C7A010"
"Cancer","C7A011"
"Cancer","C7A012"
"Cancer","C7A019"
"Cancer","C7A02"
"Cancer","C7A020"
"Cancer","C7A021"
"Cancer","C7A022"
"Cancer","C7A023"
"Cancer","C7A024"
"Cancer","C7A025"
"Cancer","C7A026"
"Cancer","C7A029"
"Cancer","C7A09"
"Cancer","C7A090"
"Cancer","C7A091"
"Cancer","C7A092"
"Cancer","C7A093"
"Cancer","C7A094"
"Cancer","C7A095"
"Cancer","C7A096"
"Cancer","C7A098"
"Cancer","C7A1"
"Cancer","C7A8"
"Cancer","C7B"
"Cancer","C7B0"
"Cancer","C7B00"
"Cancer","C7B01"
"Cancer","C7B02"
"Cancer","C7B03"
"Cancer","C7B04"
"Cancer","C7B09"
"Cancer","C7B1"
"Cancer","C7B8"
"Cancer","C81"
"Cancer","C810"
"Cancer","C8100"
"Cancer","C8101"
"Cancer","C8102"
"Cancer","C8103"
"Cancer","C8104"
"Cancer","C8105"
"Cancer","C8106"
"Cancer","C8107"
"Cancer","C8108"
"Cancer","C8109"
"Cancer","C811"
"Cancer","C8110"
"Cancer","C8111"
"Cancer","C8112"
"Cancer","C8113"
"Cancer","C8114"
"Cancer","C8115"
"Cancer","C8116"
"Cancer","C8117"
"Cancer","C8118"
"Cancer","C8119"
"Cancer","C812"
"Cancer","C8120"
"Cancer","C8121"
"Cancer","C8122"
"Cancer","C8123"
"Cancer","C8124"
"Cancer","C8125"
"Cancer","C8126"
"Cancer","C8127"
"Cancer","C8128"
"Cancer","C8129"
"Cancer","C813"
"Cancer","C8130"
"Cancer","C8131"
"Cancer","C8132"
"Cancer","C8133"
"Cancer","C8134"
"Cancer","C8135"
"Cancer","C8136"
"Cancer","C8137"
"Cancer","C8138"
"Cancer","C8139"
"Cancer","C814"
"Cancer","C8140"
"Cancer","C8141"
"Cancer","C8142"
"Cancer","C8143"
"Cancer","C8144"
"Cancer","C8145"
"Cancer","C8146"
"Cancer","C8147"
"Cancer","C8148"
"Cancer","C8149"
"Cancer","C817"
"Cancer","C8170"
"Cancer","C8171"
"Cancer","C8172"
"Cancer","C8173"
"Cancer","C8174"
"Cancer","C8175"
"Cancer","C8176"
"Cancer","C8177"
"Cancer","C8178"
"Cancer","C8179"
"Cancer","C819"
"Cancer","C8190"
"Cancer","C8191"
"Cancer","C8192"
"Cancer","C8193"
"Cancer","C8194"
"Cancer","C8195"
"Cancer","C8196"
"Cancer","C8197"
"Cancer","C8198"
"Cancer","C8199"
"Cancer","C82"
"Cancer","C820"
"Cancer","C8200"
"Cancer","C8201"
"Cancer","C8202"
"Cancer","C8203"
"Cancer","C8204"
"Cancer","C8205"
"Cancer","C8206"
"Cancer","C8207"
"Cancer","C8208"
"Cancer","C8209"
"Cancer","C821"
"Cancer","C8210"
"Cancer","C8211"
"Cancer","C8212"
"Cancer","C8213"
"Cancer","C8214"
"Cancer","C8215"
"Cancer","C8216"
"Cancer","C8217"
"Cancer","C8218"
"Cancer","C8219"
"Cancer","C822"
"Cancer","C8220"
"Cancer","C8221"
"Cancer","C8222"
"Cancer","C8223"
"Cancer","C8224"
"Cancer","C8225"
"Cancer","C8226"
"Cancer","C8227"
"Cancer","C8228"
"Cancer","C8229"
"Cancer","C823"
"Cancer","C8230"
"Cancer","C8231"
"Cancer","C8232"
"Cancer","C8233"
"Cancer","C8234"
"Cancer","C8235"
"Cancer","C8236"
"Cancer","C8237"
"Cancer","C8238"
"Cancer","C8239"
"Cancer","C824"
"Cancer","C8240"
"Cancer","C8241"
"Cancer","C8242"
"Cancer","C8243"
"Cancer","C8244"
"Cancer","C8245"
"Cancer","C8246"
"Cancer","C8247"
"Cancer","C8248"
"Cancer","C8249"
"Cancer","C825"
"Cancer","C8250"
"Cancer","C8251"
"Cancer","C8252"
"Cancer","C8253"
"Cancer","C8254"
"Cancer","C8255"
"Cancer","C8256"
"Cancer","C8257"
"Cancer","C8258"
"Cancer","C8259"
"Cancer","C826"
"Cancer","C8260"
"Cancer","C8261"
"Cancer","C8262"
"Cancer","C8263"
"Cancer","C8264"
"Cancer","C8265"
"Cancer","C8266"
"Cancer","C8267"
"Cancer","C8268"
"Cancer","C8269"
"Cancer","C828"
"Cancer","C8280"
"Cancer","C8281"
"Cancer","C8282"
"Cancer","C8283"
"Cancer","C8284"
"Cancer","C8285"
"Cancer","C8286"
"Cancer","C8287"
"Cancer","C8288"
"Cancer","C8289"
"Cancer","C829"
"Cancer","C8290"
"Cancer","C8291"
"Cancer","C8292"
"Cancer","C8293"
"Cancer","C8294"
"Cancer","C8295"
"Cancer","C8296"
"Cancer","C8297"
"Cancer","C8298"
"Cancer","C8299"
"Cancer","C83"
"Cancer","C830"
"Cancer","C8300"
"Cancer","C8301"
"Cancer","C8302"
"Cancer","C8303"
"Cancer","C8304"
"Cancer","C8305"
"Cancer","C8306"
"Cancer","C8307"
"Cancer","C8308"
"Cancer","C8309"
"Cancer","C831"
"Cancer","C8310"
"Cancer","C8311"
"Cancer","C8312"
"Cancer","C8313"
"Cancer","C8314"
"Cancer","C8315"
"Cancer","C8316"
"Cancer","C8317"
"Cancer","C8318"
"Cancer","C8319"
"Cancer","C833"
"Cancer","C8330"
"Cancer","C8331"
"Cancer","C8332"
"Cancer","C8333"
"Cancer","C8334"
"Cancer","C8335"
"Cancer","C8336"
"Cancer","C8337"
"Cancer","C8338"
"Cancer","C8339"
"Cancer","C835"
"Cancer","C8350"
"Cancer","C8351"
"Cancer","C8352"
"Cancer","C8353"
"Cancer","C8354"
"Cancer","C8355"
"Cancer","C8356"
"Cancer","C8357"
"Cancer","C8358"
"Cancer","C8359"
"Cancer","C837"
"Cancer","C8370"
"Cancer","C8371"
"Cancer","C8372"
"Cancer","C8373"
"Cancer","C8374"
"Cancer","C8375"
"Cancer","C8376"
"Cancer","C8377"
"Cancer","C8378"
"Cancer","C8379"
"Cancer","C838"
"Cancer","C8380"
"Cancer","C8381"
"Cancer","C8382"
"Cancer","C8383"
"Cancer","C8384"
"Cancer","C8385"
"Cancer","C8386"
"Cancer","C8387"
"Cancer","C8388"
"Cancer","C8389"
"Cancer","C839"
"Cancer","C8390"
"Cancer","C8391"
"Cancer","C8392"
"Cancer","C8393"
"Cancer","C8394"
"Cancer","C8395"
"Cancer","C8396"
"Cancer","C8397"
"Cancer","C8398"
"Cancer","C8399"
"Cancer","C84"
"Cancer","C840"
"Cancer","C8400"
"Cancer","C8401"
"Cancer","C8402"
"Cancer","C8403"
"Cancer","C8404"
"Cancer","C8405"
"Cancer","C8406"
"Cancer","C8407"
"Cancer","C8408"
"Cancer","C8409"
"Cancer","C841"
"Cancer","C8410"
"Cancer","C8411"
"Cancer","C8412"
"Cancer","C8413"
"Cancer","C8414"
"Cancer","C8415"
"Cancer","C8416"
"Cancer","C8417"
"Cancer","C8418"
"Cancer","C8419"
"Cancer","C844"
"Cancer","C8440"
"Cancer","C8441"
"Cancer","C8442"
"Cancer","C8443"
"Cancer","C8444"
"Cancer","C8445"
"Cancer","C8446"
"Cancer","C8447"
"Cancer","C8448"
"Cancer","C8449"
"Cancer","C846"
"Cancer","C8460"
"Cancer","C8461"
"Cancer","C8462"
"Cancer","C8463"
"Cancer","C8464"
"Cancer","C8465"
"Cancer","C8466"
"Cancer","C8467"
"Cancer","C8468"
"Cancer","C8469"
"Cancer","C847"
"Cancer","C8470"
"Cancer","C8471"
"Cancer","C8472"
"Cancer","C8473"
"Cancer","C8474"
"Cancer","C8475"
"Cancer","C8476"
"Cancer","C8477"
"Cancer","C8478"
"Cancer","C8479"
"Cancer","C849"
"Cancer","C8490"
"Cancer","C8491"
"Cancer","C8492"
"Cancer","C8493"
"Cancer","C8494"
"Cancer","C8495"
"Cancer","C8496"
"Cancer","C8497"
"Cancer","C8498"
"Cancer","C8499"
"Cancer","C84A"
"Cancer","C84A0"
"Cancer","C84A1"
"Cancer","C84A2"
"Cancer","C84A3"
"Cancer","C84A4"
"Cancer","C84A5"
"Cancer","C84A6"
"Cancer","C84A7"
"Cancer","C84A8"
"Cancer","C84A9"
"Cancer","C84Z"
"Cancer","C84Z0"
"Cancer","C84Z1"
"Cancer","C84Z2"
"Cancer","C84Z3"
"Cancer","C84Z4"
"Cancer","C84Z5"
"Cancer","C84Z6"
"Cancer","C84Z7"
"Cancer","C84Z8"
"Cancer","C84Z9"
"Cancer","C85"
"Cancer","C851"
"Cancer","C8510"
"Cancer","C8511"
"Cancer","C8512"
"Cancer","C8513"
"Cancer","C8514"
"Cancer","C8515"
"Cancer","C8516"
"Cancer","C8517"
"Cancer","C8518"
"Cancer","C8519"
"Cancer","C852"
"Cancer","C8520"
"Cancer","C8521"
"Cancer","C8522"
"Cancer","C8523"
"Cancer","C8524"
"Cancer","C8525"
"Cancer","C8526"
"Cancer","C8527"
"Cancer","C8528"
"Cancer","C8529"
"Cancer","C858"
"Cancer","C8580"
"Cancer","C8581"
"Cancer","C8582"
"Cancer","C8583"
"Cancer","C8584"
"Cancer","C8585"
"Cancer","C8586"
"Cancer","C8587"
"Cancer","C8588"
"Cancer","C8589"
"Cancer","C859"
"Cancer","C8590"
"Cancer","C8591"
"Cancer","C8592"
"Cancer","C8593"
"Cancer","C8594"
"Cancer","C8595"
"Cancer","C8596"
"Cancer","C8597"
"Cancer","C8598"
"Cancer","C8599"
"Cancer","C88"
"Cancer","C880"
"Cancer","C882"
"Cancer","C883"
"Cancer","C884"
"Cancer","C888"
"Cancer","C889"
"Cancer","C90"
"Cancer","C900"
"Cancer","C9000"
"Cancer","C9001"
"Cancer","C9002"
"Cancer","C901"
"Cancer","C9010"
"Cancer","C9011"
"Cancer","C9012"
"Cancer","C902"
"Cancer","C9020"
"Cancer","C9021"
"Cancer","C9022"
"Cancer","C903"
"Cancer","C9030"
"Cancer","C9031"
"Cancer","C9032"
"Cancer","C91"
"Cancer","C910"
"Cancer","C9100"
"Cancer","C9101"
"Cancer","C9102"
"Cancer","C911"
"Cancer","C9110"
"Cancer","C9111"
"Cancer","C9112"
"Cancer","C913"
"Cancer","C9130"
"Cancer","C9131"
"Cancer","C9132"
"Cancer","C914"
"Cancer","C9140"
"Cancer","C9141"
"Cancer","C9142"
"Cancer","C915"
"Cancer","C9150"
"Cancer","C9151"
"Cancer","C9152"
"Cancer","C916"
"Cancer","C9160"
"Cancer","C9161"
"Cancer","C9162"
"Cancer","C919"
"Cancer","C9190"
"Cancer","C9191"
"Cancer","C9192"
"Cancer","C91A"
"Cancer","C91A0"
"Cancer","C91A1"
"Cancer","C91A2"
"Cancer","C91Z"
"Cancer","C91Z0"
"Cancer","C91Z1"
"Cancer","C91Z2"
"Cancer","C92"
"Cancer","C920"
"Cancer","C9200"
"Cancer","C9201"
"Cancer","C9202"
"Cancer","C921"
"Cancer","C9210"
"Cancer","C9211"
"Cancer","C9212"
"Cancer","C922"
"Cancer","C9220"
"Cancer","C9221"
"Cancer","C9222"
"Cancer","C923"
"Cancer","C9230"
"Cancer","C9231"
"Cancer","C9232"
"Cancer","C924"
"Cancer","C9240"
"Cancer","C9241"
"Cancer","C9242"
"Cancer","C925"
"Cancer","C9250"
"Cancer","C9251"
"Cancer","C9252"
"Cancer","C926"
"Cancer","C9260"
"Cancer","C9261"
"Cancer","C9262"
"Cancer","C929"
"Cancer","C9290"
"Cancer","C9291"
"Cancer","C9292"
"Cancer","C92A"
"Cancer","C92A0"
"Cancer","C92A1"
"Cancer","C92A2"
"Cancer","C92Z"
"Cancer","C92Z0"
"Cancer","C92Z1"
"Cancer","C92Z2"
"Cancer","C93"
"Cancer","C930"
"Cancer","C9300"
"Cancer","C9301"
"Cancer","C9302"
"Cancer","C931"
"Cancer","C9310"
"Cancer","C9311"
"Cancer","C9312"
"Cancer","C933"
"Cancer","C9330"
"Cancer","C9331"
"Cancer","C9332"
"Cancer","C939"
"Cancer","C9390"
"Cancer","C9391"
"Cancer","C9392"
"Cancer","C93Z"
"Cancer","C93Z0"
"Cancer","C93Z1"
"Cancer","C93Z2"
"Cancer","C94"
"Cancer","C940"
"Cancer","C9400"
"Cancer","C9401"
"Cancer","C9402"
"Cancer","C942"
"Cancer","C9420"
"Cancer","C9421"
"Cancer","C9422"
"Cancer","C943"
"Cancer","C9430"
"Cancer","C9431"
"Cancer","C9432"
"Cancer","C944"
"Cancer","C9440"
"Cancer","C9441"
"Cancer","C9442"
"Cancer","C946"
"Cancer","C948"
"Cancer","C9480"
"Cancer","C9481"
"Cancer","C9482"
"Cancer","C95"
"Cancer","C950"
"Cancer","C9500"
"Cancer","C9501"
"Cancer","C9502"
"Cancer","C951"
"Cancer","C9510"
"Cancer","C9511"
"Cancer","C9512"
"Cancer","C959"
"Cancer","C9590"
"Cancer","C9591"
"Cancer","C9592"
"Cancer","C96"
"Cancer","C960"
"Cancer","C962"
"Cancer","C9620"
"Cancer","C9621"
"Cancer","C9622"
"Cancer","C9629"
"Cancer","C964"
"Cancer","C965"
"Cancer","C966"
"Cancer","C969"
"Cancer","C96A"
"Cancer","C96Z"
"Cancer","C97"
"LiverSevere","I850"
"LiverSevere","I8500"
"LiverSevere","I8501"
"LiverSevere","I859"
"LiverSevere","I864"
"LiverSevere","I982"
"LiverSevere","K704"
"LiverSevere","K7040"
"LiverSevere","K7041"
"LiverSevere","K711"
"LiverSevere","K7110"
"LiverSevere","K7111"
"LiverSevere","K721"
"LiverSevere","K7210"
"LiverSevere","K7211"
"LiverSevere","K729"
"LiverSevere","K7290"
"LiverSevere","K7291"
"LiverSevere","K765"
"LiverSevere","K766"
"LiverSevere","K767"
"Mets","C77"
"Mets","C770"
"Mets","C771"
"Mets","C772"
"Mets","C773"
"Mets","C774"
"Mets","C775"
"Mets","C778"
"Mets","C779"
"Mets","C78"
"Mets","C780"
"Mets","C7800"
"Mets","C7801"
"Mets","C7802"
"Mets","C781"
"Mets","C782"
"Mets","C783"
"Mets","C7830"
"Mets","C7839"
"Mets","C784"
"Mets","C785"
"Mets","C786"
"Mets","C787"
"Mets","C788"
"Mets","C7880"
"Mets","C7889"
"Mets","C79"
"Mets","C790"
"Mets","C7900"
"Mets","C7901"
"Mets","C7902"
"Mets","C791"
"Mets","C7910"
"Mets","C7911"
"Mets","C7919"
"Mets","C792"
"Mets","C793"
"Mets","C7931"
"Mets","C7932"
"Mets","C794"
"Mets","C7940"
"Mets","C7949"
"Mets","C795"
"Mets","C7951"
"Mets","C7952"
"Mets","C796"
"Mets","C7960"
"Mets","C7961"
"Mets","C7962"
"Mets","C797"
"Mets","C7970"
"Mets","C7971"
"Mets","C7972"
"Mets","C798"
"Mets","C7981"
"Mets","C7982"
"Mets","C7989"
"Mets","C799"
"Mets","C80"
"Mets","C800"
"Mets","C801"
"Mets","C802"
"HIV","B20"
"HIV","B21"
"HIV","B22"
"HIV","B24"
