med_name,is_fluids,fluid_type,med_class,med_subclass,formulary_name,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,med_name_generic
immune globulin intravenous,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
aminocaproic acid,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
abciximab,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
phytonadione,FALSE,Medication,vitamin_supplement,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
rifAMPin,FALSE,Medication,anti-infective,antimycobacterial agents,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
hyperal neonate,TRUE,Parenteral Nutrition,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Misc Medication TNF,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
anti-inhibitor coagulant complex,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
phenytoin,FALSE,Medication,anticonvulsant,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
protamine,FALSE,Medication,reversal_agent,anticoagulant,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
etomidate,FALSE,Medication,sedative,anesthetic,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
mycophenolate mofetil,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ondansetron,FALSE,Medication,antiemetic,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
octreotide,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
multivitamin,FALSE,Medication,vitamin_supplement,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ganciclovir,FALSE,Medication,anti-infective,antiviral,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
meperidine,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ertapenem,FALSE,Medication,anti-infective,carbapenems,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
pentamidine,FALSE,Medication,anti-infective,antiparasitic,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Vancomycin Trough Reminder,FALSE,Medication,anti-infective,glycopeptide,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
lacosamide,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ciprofloxacin,FALSE,Medication,anti-infective,fluoroquinolones,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
tigecycline,FALSE,Medication,anti-infective,tetracyclines,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
insulin aspart,FALSE,Medication,insulin,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
hydrALAZINE,FALSE,Medication,bp_lowering,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
iron sucrose,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
cefotaxime,FALSE,Medication,anti-infective,cephalosporins,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
allopurinol,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
PHENobarbital,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
chlorothiazide,FALSE,Medication,diuretic,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
imipenem-cilastatin,FALSE,Medication,anti-infective,carbapenems,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
erythromycin,FALSE,Medication,anti-infective,macrolide antibiotics,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
foscarnet,FALSE,Medication,anti-infective,antiviral,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
posaconazole,FALSE,Medication,anti-infective,antifungals,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
desmopressin,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
inFLIXimab,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
amphotericin B liposomal,FALSE,Medication,anti-infective,antifungals,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
hydromor/ketamine bolus from current pca,FALSE,Medication,analgesic,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
fibrinogen,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
antihemophilic factor-von Willebrand factor inj,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
methylene blue,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
voriconazole,FALSE,Medication,anti-infective,antifungals,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
caffeine,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
morphine bolus from current pca,FALSE,Medication,analgesic,opioids,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
glucagon,FALSE,Medication,hypoglycemia,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
potassium phosphate,TRUE,Electrolyte Solution (Potassium),other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
coagulation factor IX,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
tranexamic acid,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
doxycycline,FALSE,Medication,anti-infective,tetracyclines,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
clevidipine,FALSE,Medication,bp_lowering,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
treprostinil,FALSE,Medication,bp_lowering,vasodilator,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
oxacillin,FALSE,Medication,anti-infective,penicillins,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
mannitol,TRUE,Hypertonic Crystalloid,diuretic,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
cycloSPORINE,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
heparin flush,FALSE,Medication,flush,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,FALSE,FALSE,Not Recorded
haloperidol,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
nalbuphine,FALSE,Medication,analgesic,opioids,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ethacrynic acid,FALSE,Medication,diuretic,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ketorolac,FALSE,Medication,analgesic,nsaid,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
enalapril,FALSE,Medication,bp_lowering,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
insulin glargine,FALSE,Medication,insulin,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
RHo (D) immune globulin,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
fentanyl bolus from current pca,FALSE,Medication,analgesic,opioids,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
metoprolol,FALSE,Medication,bp_lowering,beta_blocker,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
amikacin,FALSE,Medication,anti-infective,aminoglycosides,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ceftolozane-tazobactam,FALSE,Medication,anti-infective,cephalosporins,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
diazePAM,FALSE,Medication,sedative,benzodiazepine,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
copper chloride,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
"dextran, low molecular weight",TRUE,Hypertonic Crystalloid,fluid_electrolyte,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
methocarbamol,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
telavancin,FALSE,Medication,anti-infective,glycopeptide,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
moxifloxacin,FALSE,Medication,anti-infective,fluoroquinolones,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
"fat emulsion, intravenous",TRUE,Parenteral Nutrition,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ephedrine,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Dextrose 5% with 0.2% NaCl intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ANES Bupivicaine 0.15%/NS 250 mL Epidural,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
methadone,FALSE,Medication,analgesic,opioids,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
iodixanol,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
verapamil,FALSE,Medication,bp_lowering,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
avibactam-cefTAZidime,FALSE,Medication,anti-infective,cephalosporins,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
dantrolene,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
adenosine,FALSE,Medication,antiarrhythmics,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
antithrombin III,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
prothrombin complex conc human,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
antihemophilic factor,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
levothyroxine,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
promethazine,FALSE,Medication,antiemetic,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
doripenem,FALSE,Medication,anti-infective,carbapenems,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
basiliximab,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Amino Acids 15% (Clinisol Sulfite-Free),TRUE,Parenteral Nutrition,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
divalproex sodium,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
ascorbic acid,FALSE,Medication,vitamin_supplement,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
pyridoxine,FALSE,Medication,vitamin_supplement,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
tacrolimus,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
sodium acetate,TRUE,Electrolyte Solution (Other),other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
insulin lispro,FALSE,Medication,insulin,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Amino Acids 3% and Glycerin 3% with Electrolytes (ProcalAmine) intravenous solution,TRUE,Electrolyte Solution,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
coagulation factor VIIa,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
iron dextran,FALSE,Medication,nutritional_supplement,mineral,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
procainamide,FALSE,Medication,antiarrhythmics,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Dextrose 5% in Lactated Ringers with KCl 20 mEq/l intravenous solution,TRUE,Isotonic Crystalloid,fluid_electrolyte,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
hetastarch,TRUE,Synthetic Colloid,fluid_electrolyte,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Dextrose 5% in Water with KCl 20 mEq/l intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
propranolol,FALSE,Medication,bp_lowering,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Dextrose 10% with 0.2% NaCl intravenous solution,TRUE,Hypotonic Crystalloid,fluid_electrolyte,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
rocuronium,FALSE,Medication,neuromuscular_blocker,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
hemin,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
PCA Reservoir & Syringe Volume Confirm,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Dextrose 20% in Water intravenous solution,TRUE,Hypertonic Crystalloid,fluid_electrolyte,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
isavuconazonium,FALSE,Medication,anti-infective,antifungals,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
predniSONE,FALSE,Medication,corticosteroids,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
epoetin alfa,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
cytomegalovirus immune globulin,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Angiotensin II,FALSE,Medication,pressor,vasopressor,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
zinc sulfate,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
phenylephrine nasal,FALSE,Medication,pressor,vasopressor,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
epoprostenol diluent,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
cyclophosphamide,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
eravacycline,FALSE,Medication,anti-infective,tetracyclines,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
aminophylline,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
levOCARNitine,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
penicillin G benzathine,FALSE,Medication,anti-infective,penicillins,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
fomepizole,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
chlorproMAZINE,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
Potassium Level Recheck Reminder,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
phenylephrine ophthalmic,FALSE,Medication,pressor,vasopressor,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
darbepoetin alfa,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
midodrine,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
remifentanil,FALSE,Medication,analgesic,opioids,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
leucovorin,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
cangrelor,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
deferoxamine,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
flumazenil,FALSE,Medication,benzodiazepine antagonist,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
selenium,FALSE,Medication,other,other,Not Recorded,Micrograms/Minute,none,993111,,,none,,,none,TRUE,FALSE,Not Recorded
oxaliplatin,FALSE,Medication,other,other,OXALIplatin 100mg inj,Not Recorded,none,202,,,100.0 mg,mg,100,none,FALSE,FALSE,OXALIplatin
oxaliplatin,FALSE,Medication,other,other,OXALIplatin 50 mg inj,Not Recorded,none,34,,,50.0 mg,mg,50,none,FALSE,FALSE,OXALIplatin
octreotide,FALSE,Medication,other,other,Octreotide  100 mcg/1mL inj,Not Recorded,1.0 mL,3473,mL,1,100.0 mcg,mcg,100,100.0 mcg/1.0 ML,FALSE,FALSE,octreotide
octreotide,FALSE,Medication,other,other,Octreotide  500  mcg/1 mL  inj,Not Recorded,1.0 mL,549,mL,1,500.0 mcg,mcg,500,500.0 mcg/1.0 ML,FALSE,FALSE,octreotide
octreotide,FALSE,Medication,other,other,Octreotide  500  mcg/1 mL  inj ADD,Not Recorded,1.0 mL,124691,mL,1,500.0 mcg,mcg,500,500.0 mcg/1.0 ML,FALSE,FALSE,octreotide add
octreotide,FALSE,Medication,other,other,Octreotide 1 mg/mL 5 mL inj,Not Recorded,5.0 mL,111,mL,5,1.0 mg,mg,1,none,FALSE,FALSE,octreotide
,,,,,Octreotide 10 mcg/mL neonate syringe,Not Recorded,none,3,,,10.0 mcg,mcg,10,none,FALSE,FALSE,
octreotide,FALSE,Medication,other,other,Octreotide 100 mcg/0.2 mL syringe,Not Recorded,0.2 mL,4,mL,0.2,100.0 mcg,mcg,100,100.0 mcg/0.2 ML,FALSE,FALSE,octreotide
octreotide,FALSE,Medication,other,other,Octreotide 20 mg/5 mL LAR inj,Not Recorded,5.0 mL,1,mL,5,20.0 mg,mg,20,20.0 mg/5.0 ML,FALSE,FALSE,octreotide
octreotide,FALSE,Medication,other,other,Octreotide 30 mg LAR Kit,Not Recorded,none,6,,,30.0 mg,mg,30,none,FALSE,FALSE,octreotide
OLANZapine,FALSE,Medication,other,other,Olanzapine 10 mg IM,Not Recorded,none,191,,,10.0 mg,mg,10,none,FALSE,FALSE,olanzapine
ondansetron,FALSE,Medication,antiemetic,other,Ondansetron 4 mg ODT,Not Recorded,none,112,,,4.0 mg,mg,4,none,FALSE,FALSE,ondansetron ODT
ondansetron,FALSE,Medication,antiemetic,other,Ondansetron 4 mg tab,Not Recorded,none,85,,,4.0 mg,mg,4,none,FALSE,FALSE,ondansetron
ondansetron,FALSE,Medication,antiemetic,other,Ondansetron 4 mg/2 mL inj,Not Recorded,2.0 mL,1337705,mL,2,4.0 mg,mg,4,4.0 mg/2.0 ML,FALSE,FALSE,ondansetron
ondansetron,FALSE,Medication,antiemetic,other,Ondansetron 40 mg/20 mL inj (MDV),Not Recorded,20.0 mL,1423,mL,20,40.0 mg,mg,40,40.0 mg/20.0 ML,FALSE,FALSE,ondansetron
ondansetron,FALSE,Medication,antiemetic,other,Ondansetron 8 mg tab,Not Recorded,none,33,,,8.0 mg,mg,8,none,FALSE,FALSE,ondansetron
ondansetron,FALSE,Medication,antiemetic,other,Ondansetron 8mg/NS IVPB,Not Recorded,none,29,,,8.0 mg,mg,8,none,TRUE,FALSE,ondansetron/ns
ocular lubricant,FALSE,Medication,other,other,Ophth. Lubricant (Refresh P.M.) 3.5 gm,Not Recorded,none,2,,,3.5 gm,gm,3.5,none,FALSE,FALSE,ophthalmic lubricant
