Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,Unnamed: 8,primary_amount,amount_unit,amount_numeric,concentration,is_infusion,is_anesthesia,is_fluids
1663,Vancomycin 1500mg/NS ivpb (EUOSH ONLY),vancomycin in ns,Not Recorded,none,68672,,,imputed,1500.0 mg,mg,1500.0,none,True,False,False
1664,Vancomycin 1750mg/NS 500ml IVPB,vancomycin in ns,Not Recorded,500.0 mL,8435,mL,500.0,,1750.0 mg,mg,1750.0,none,True,False,False
1665,Vancomycin 1gm inj,vancomycin,Not Recorded,none,58757,,,imputed,1.0 gm,gm,1.0,none,False,False,False
1666,Vancomycin 1gm/ 200mL Iso-Dex IVPB,vancomycin in D5W,Not Recorded,200.0 mL,65538,mL,200.0,,1.0 gm,gm,1.0,none,True,False,False
1667,Vancomycin 1gm/NS 250mL IVPB,vancomycin in NS,Not Recorded,250.0 mL,10367,mL,250.0,,1.0 gm,gm,1.0,none,True,False,False
1668,Vancomycin 1gm/NS 250ml  IVPB,vancomycin in ns,Not Recorded,250.0 mL,95228,mL,250.0,,1.0 gm,gm,1.0,none,True,False,False
1669,Vancomycin 250 mg/5 mL oral soln.,vancomycin,Not Recorded,5.0 mL,5,mL,5.0,,250.0 mg,mg,250.0,250.0 mg/5.0 ML,False,False,False
1670,Vancomycin 500 mg inj,vancomycin,Not Recorded,none,5174,,,imputed,500.0 mg,mg,500.0,none,False,False,False
1671,Vancomycin 500 mg/100ml - Iso-Dex,vancomycin in iso-dex,Not Recorded,100.0 mL,2872,mL,100.0,,500.0 mg,mg,500.0,500.0 mg/100.0 ML,True,False,False
1672,Vancomycin 500 mg/NS 100ml ivpb,vancomycin/ns,Not Recorded,100.0 mL,9565,mL,100.0,,500.0 mg,mg,500.0,none,True,False,False
1673,Vancomycin 500mg (10gm vial),vancomycin,Not Recorded,none,87110,,,imputed,500.0 mg,mg,500.0,none,True,False,False
1674,Vancomycin 500mg in NS 500mL enema,vancomycin enema,Not Recorded,500.0 mL,2,mL,500.0,,500.0 mg,mg,500.0,none,True,False,False
1675,Vancomycin 5mg/mL/NS neonate syringe,vancomycin in NS syringe,Not Recorded,none,579,,,,5.0 mg,mg,5.0,none,False,False,False
1676,Vancomycin 750 mg inj.,vancomycin,Not Recorded,none,16727,,,imputed,750.0 mg,mg,750.0,none,False,False,False
1677,Vancomycin 750 mg/150 mL,vancomycin,Not Recorded,150.0 mL,2680,mL,150.0,,750.0 mg,mg,750.0,750.0 mg/150.0 ML,True,False,False
1678,Vancomycin 750 mg/150 mL Iso-Dex,vancomycin in iso-dex,Not Recorded,150.0 mL,44581,mL,150.0,,750.0 mg,mg,750.0,750.0 mg/150.0 ML,True,False,False
1679,Vancomycin Intermittent Dosing by Pharmacist,vancomycin intermittent dosing,Not Recorded,none,1,,,,none,,,none,True,False,False
1680,Vancomycin Intermittent Dosing by Pharmacist,vancomycin pulse dosing,Not Recorded,none,2,,,,none,,,none,True,False,False
1681,Vasopressin 20 unit/ml 10ml inj,vasopressin,Not Recorded,10.0 mL,50924,mL,10.0,,20.0 unit,unit,20.0,none,False,False,False
1682,Vasopressin 20 units/ 1 mL (Vasostrict),vasopressin,Unit/Minute,1.0 mL,893643,mL,1.0,,20.0 unit,unit,20.0,20.0 unit/1.0 ML,True,False,False
1683,Vasopressin 20 units/ 1 mL inj,vasopressin,Unit/Minute,1.0 mL,30960,mL,1.0,,20.0 unit,unit,20.0,20.0 unit/1.0 ML,False,False,False
1684,Vasopressin/Placebo for study,vasopressin/placebo (P#IDS22),Not Recorded,none,6,,,,none,,,none,True,False,False
1685,Vecuronium 10 mg inj,vecuronium,Not Recorded,none,18341,,,,10.0 mg,mg,10.0,none,False,False,False
1686,Vecuronium 1mg/mL 10mL syringe,vecuronium,Not Recorded,10.0 mL,17,mL,10.0,,1.0 mg,mg,1.0,none,False,False,False
1687,Vecuronium 1mg/mL neonate syringe,vecuronium in NS syringe,Not Recorded,none,21,,,,1.0 mg,mg,1.0,none,False,False,False
1688,Vecuronium 20 mg inj,vecuronium,Not Recorded,none,13,,,,20.0 mg,mg,20.0,none,False,False,False
1689,Vedolizumab 300 mg inj.,vedolizumab,Not Recorded,none,17,,,,300.0 mg,mg,300.0,none,False,False,False
1690,Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 300 mcg/3 mL,Not Recorded,3.0 mL,250,mL,3.0,,300.0 mcg,mcg,300.0,300.0 mcg/3.0 ML,False,False,False
1691,Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 5 mg/50 mL,Not Recorded,3.0 mL,34,mL,3.0,,300.0 mcg,mcg,300.0,300.0 mcg/3.0 ML,False,False,False
1692,Verapamil 5 mg/2 mL inj,verapamil,Not Recorded,2.0 mL,2098,mL,2.0,,5.0 mg,mg,5.0,5.0 mg/2.0 ML,False,False,False
1693,VinBLAStine 10 mg/10 mL inj,vinBLAStine,Not Recorded,10.0 mL,37,mL,10.0,,10.0 mg,mg,10.0,10.0 mg/10.0 ML,False,False,False
1694,VinCRIStine 1 mg/mL inj,vinCRIStine,Not Recorded,none,5953,,,,1.0 mg,mg,1.0,none,False,False,False
1695,VinORELBine 10 mg/1 mL inj,vinORELBine,Not Recorded,1.0 mL,71,mL,1.0,,10.0 mg,mg,10.0,10.0 mg/1.0 ML,False,False,False
1696,Vincristine 2 mg/ 2mL inj,vincristine,Not Recorded,2.0 mL,978,mL,2.0,,2.0 mg,mg,2.0,2.0 mg/2.0 ML,False,False,False
1697,Visipaque 320 mg 200 mL btl,iodixanol,Not Recorded,200.0 mL,1,mL,200.0,,320.0 mg,mg,320.0,none,True,False,False
1698,Voriconazole 200 mg inj,voriconazole,Not Recorded,none,4580,,,,200.0 mg,mg,200.0,none,False,False,False
1699,Voriconazole 200 mg tab,voriconazole,Not Recorded,none,1,,,,200.0 mg,mg,200.0,none,False,False,False
1700,Voriconazole 50mg tab,voriconazole,Not Recorded,none,5,,,,50.0 mg,mg,50.0,none,False,False,False
1701,"Water, Sterile 100  mL bag","water, sterile",Not Recorded,100.0 mL,95,mL,100.0,,none,,,none,True,False,False
1702,"Water, Sterile 1000 mL IV bag","water, sterile bag",Not Recorded,1000.0 mL,75232,mL,1000.0,,none,,,none,True,False,False
1703,"Water, Sterile 2 Liter bag","water, sterile",Not Recorded,2.0 L,51,L,2.0,,none,,,none,True,False,False
1704,"Water, Sterile 20 mL inj","water, sterile",Not Recorded,20.0 mL,60,mL,20.0,,none,,,none,False,False,False
1705,"Water, Sterile 50 mL inj","water, sterile",Not Recorded,50.0 mL,15979,mL,50.0,,none,,,none,False,False,False
1706,"Water, Sterile Irrig 1500 mL","water, sterile irrig",Not Recorded,1500.0 mL,3,mL,1500.0,,none,,,none,True,False,False
1707,"Water,St. 1000 mL  irrigation btl","water, sterile irr btl",Not Recorded,1000.0 mL,1,mL,1000.0,,none,,,none,True,False,False
1708,"Water,Sterile 10 mL inj","water, sterile",Not Recorded,10.0 mL,15,mL,10.0,,none,,,none,False,False,False
1709,Zidovudine 200mg inj,zidovudine,Not Recorded,none,813,,,,200.0 mg,mg,200.0,none,False,False,False
1710,Zidovudine 4mg/mL/D5W neonate syringe,zidovudine in D5W syringe,Not Recorded,none,14,,,,4.0 mg,mg,4.0,none,False,False,False
1711,Zinc Sulfate 5 mg/mL inj,zinc sulfate,Not Recorded,none,6116,,,,5.0 mg,mg,5.0,none,False,False,False
1712,Zinc Trace Element 10 mg/10 mL inj,zinc,Not Recorded,10.0 mL,1592,mL,10.0,,10.0 mg,mg,10.0,10.0 mg/10.0 ML,False,False,False
1713,Zinecard 500 mg inj cardio tox,dexrazoxane,Not Recorded,none,22,,,,500.0 mg,mg,500.0,none,False,False,False
1714,Ziprasidone 20 mg/ 1 mL inj,ziprasidone,Not Recorded,1.0 mL,13,mL,1.0,,20.0 mg,mg,20.0,20.0 mg/1.0 ML,False,False,False
1715,Zoledronic 4 mg inj,zoledronic acid,Not Recorded,none,925,,,,4.0 mg,mg,4.0,none,False,False,False
1716,Zoledronic 4 mg/NS 100mL,zoledronic acid in ns,Not Recorded,100.0 mL,30,mL,100.0,,4.0 mg,mg,4.0,none,True,False,False
1717,Zoledronic acid 4 mg/100 mL premix IVPB,zoledronic acid,Not Recorded,100.0 mL,408,mL,100.0,,4.0 mg,mg,4.0,4.0 mg/100.0 ML,True,False,False
1718,Zoledronic acid 5 mg/100 mL IVPB,zoledronic acid,Not Recorded,100.0 mL,8,mL,100.0,,5.0 mg,mg,5.0,5.0 mg/100.0 ML,True,False,False
1719,acetaminophen 10 mg/mL neonate IVPB syringe,acetaminophen IVPB syringe,Not Recorded,none,6,,,,10.0 mg,mg,10.0,none,False,False,False
1720,acetaminophen-codeine 300 mg-15 mg tab,acetaminophen-codeine,Not Recorded,none,1,,,,300.0 mg,mg,300.0,none,False,False,False
1721,adenosine 200 mcg/20 mL syringe  CATH LAB ONLY,adenosine syringe CATH LAB ONLY,Not Recorded,20.0 mL,5,mL,20.0,,200.0 mcg,mcg,200.0,200.0 mcg/20.0 ML,False,False,False
1722,adenosine 90 mg/90 mL NS CATH LAB,adenosine,Not Recorded,90.0 mL,401,mL,90.0,,90.0 mg,mg,90.0,90.0 mg/90.0 ML,True,False,False
1723,albuterol 2.5 mg/ 0.5 ml neb,albuterol,Not Recorded,0.5 mL,3,mL,0.5,,2.5 mg,mg,2.5,2.5 mg/0.5 ML,True,False,False
1724,albuterol 2.5 mg/0.5mL neb,albuterol,Not Recorded,0.5 mL,2,mL,0.5,,2.5 mg,mg,2.5,2.5 mg/0.5 ML,True,False,False
1725,albuterol 2.5 mg/3 mL neb,albuterol 0.083%,Not Recorded,3.0 mL,2,mL,3.0,,2.5 mg,mg,2.5,2.5 mg/3.0 ML,True,False,False
1726,alteplase 2 mg inj Syringe,alteplase,Milligram/Hour,none,1660,,,,2.0 mg,mg,2.0,none,False,False,False
1727,alteplase STEMI bolus inj,alteplase,Not Recorded,none,3,,,,none,,,none,False,False,False
1728,alteplase inj for bolus,alteplase,Not Recorded,none,325,,,,none,,,none,False,False,False
1729,alteplase per 10 mg,alteplase,Milligram/Hour,none,1817,,,,10.0 mg,mg,10.0,none,True,False,False
1730,alteplase per 12.5mg ADD,alteplase,Not Recorded,none,13635,,,,12.5 mg,mg,12.5,none,True,False,False
1731,amiodarone 500 mg/250 mL CATH LAB,amiodarone,Not Recorded,250.0 mL,27,mL,250.0,,500.0 mg,mg,500.0,500.0 mg/250.0 ML,True,False,False
1732,amphotericin B lock soln. 2.5mg/ml 2ml syr.,amphotericin B lock soln.,Not Recorded,2.0 mL,4,mL,2.0,,2.5 mg,mg,2.5,none,False,False,False
1733,anti-inhibitor coagulant complex 1000 units,anti-inhibitor coagulant complex,Not Recorded,none,114,,,,1000.0 unit,unit,1000.0,none,True,False,False
1734,anti-inhibitor coagulant complex 2500 units,anti-inhibitor coagulant complex,Not Recorded,none,570,,,,2500.0 unit,unit,2500.0,none,True,False,False
1735,anti-inhibitor coagulant complex 50 units,anti-inhibitor coagulant complex,Not Recorded,none,36,,,,50.0 unit,unit,50.0,none,True,False,False
1736,anti-inhibitor coagulant complex 50 units inj,anti-inhibitor coagulant complex,Not Recorded,none,439,,,,50.0 unit,unit,50.0,none,False,False,False
1737,antihemophilic factor 8 recombinant 1000 units,factor 8,Not Recorded,none,194,,,,1000.0 unit,unit,1000.0,none,True,False,False
1738,antihemophilic factor 8 recombinant 1000 units,factor 8 (Kogenate),Not Recorded,none,67,,,,1000.0 unit,unit,1000.0,none,True,False,False
1739,antihemophilic factor 8 recombinant 1000 units inj,antihemophilic factor 8,Not Recorded,none,101,,,,1000.0 unit,unit,1000.0,none,False,False,False
1740,antihemophilic factor 8 recombinant 2000 units,factor 8,Not Recorded,none,388,,,,2000.0 unit,unit,2000.0,none,True,False,False
1741,antihemophilic factor 8 recombinant 2000 units,factor 8 (Kogenate),Not Recorded,none,84,,,,2000.0 unit,unit,2000.0,none,True,False,False
1742,antihemophilic factor 8 recombinant 250 units,factor 8,Not Recorded,none,5,,,,250.0 unit,unit,250.0,none,True,False,False
1743,antihemophilic factor 8 recombinant 3000 units,factor 8,Not Recorded,none,61,,,,3000.0 unit,unit,3000.0,none,True,False,False
1744,antihemophilic factor 8 recombinant 3000 units,factor 8 (Kogenate),Not Recorded,none,86,,,,3000.0 unit,unit,3000.0,none,True,False,False
1745,antihemophilic factor 8 recombinant 500 units,factor 8,Not Recorded,none,59,,,,500.0 unit,unit,500.0,none,True,False,False
1746,antihemophilic factor 8 recombinant 500 units,factor 8 (Kogenate),Not Recorded,none,3,,,,500.0 unit,unit,500.0,none,True,False,False
1747,antihemophilic factor-von Willebrand 500 units,antihemophilic F8-von Willebrand,Not Recorded,none,10,,,,500.0 unit,unit,500.0,none,True,False,False
1748,antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,2,,,,500.0 unit,unit,500.0,none,True,False,False
1749,antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,1,,,,500.0 unit,unit,500.0,none,True,False,False
1750,antihemophilic factor-von Willebrand factor (WILATE) 1000U,antihemoph-vonwillebrand (WILATE),Not Recorded,none,137,,,,1000.0 unit,unit,1000.0,none,True,False,False
1751,antihemophilic factor-von Willebrand factor (WILATE) 500U,antihemoph-vonwille WILATE,Not Recorded,none,7,,,,500.0 unit,unit,500.0,none,True,False,False
1752,antihemophilic factor-von Willebrand factor 1000 units,antihemophilic F8-von Willebrand,Not Recorded,none,46,,,,1000.0 unit,unit,1000.0,none,True,False,False
1753,antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,19,,,,1000.0 unit,unit,1000.0,none,True,False,False
1754,antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,57,,,,1000.0 unit,unit,1000.0,none,True,False,False
1755,antihemophilic factor-von Willebrand factor 1600 units,antihemophilic F8-von Willebrand,Not Recorded,none,48,,,,1600.0 unit,unit,1600.0,none,True,False,False
1756,antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,2,,,,1600.0 unit,unit,1600.0,none,True,False,False
1757,antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,1,,,,1600.0 unit,unit,1600.0,none,True,False,False
1758,antihemophilic factor-von Willebrand factor 2400 units,antihemophilic factor-von Willebrand factor,Not Recorded,none,8,,,,2400.0 unit,unit,2400.0,none,True,False,False
1759,aprepitant 130 mg inj,aprepitant,Not Recorded,none,2260,,,,130.0 mg,mg,130.0,none,False,False,False
1760,arsenic trioxide 1 mg/mL 10 mL inj,arsenic trioxide,Not Recorded,10.0 mL,941,mL,10.0,,1.0 mg,mg,1.0,none,False,False,False
1761,arsenic trioxide 2 mg/mL injection,arsenic trioxide,Not Recorded,none,230,,,,2.0 mg,mg,2.0,none,False,False,False
1762,artesunate 110 mg IV inj,artesunate,Not Recorded,none,7,,,,110.0 mg,mg,110.0,none,False,False,False
1763,atropine-diphenoxylate 5 mg/10 mL UD liq,atropine-diphenoxylate,Not Recorded,10.0 mL,1,mL,10.0,,5.0 mg,mg,5.0,5.0 mg/10.0 ML,True,False,False
1764,aztreonam 1 gm inj,aztreonam,Not Recorded,none,2902,,,,1.0 gm,gm,1.0,none,False,False,False
1765,aztreonam 2 gm inj,aztreonam,Not Recorded,none,4321,,,,2.0 gm,gm,2.0,none,False,False,False
1766,bendamustine 45 mg/0.5mL inj,bendamustine,Not Recorded,0.5 mL,5,mL,0.5,,45.0 mg,mg,45.0,45.0 mg/0.5 ML,False,False,False
1767,bevacizumab-awwb 100mg/4mL inj,bevacizumab-awwb(MVASI),Not Recorded,4.0 mL,1,mL,4.0,,100.0 mg,mg,100.0,100.0 mg/4.0 ML,False,False,False
1768,bevacizumab-awwb 400mg/16mL inj,bevacizumab-awwb(MVASI),Not Recorded,16.0 mL,1,mL,16.0,,400.0 mg,mg,400.0,400.0 mg/16.0 ML,False,False,False
1769,"bottle, sterile","bottle, sterile",Not Recorded,none,56,,,,none,,,none,True,False,False
1770,cabazitaxel 60 mg/6 mL inj,cabazitaxel,Not Recorded,6.0 mL,1,mL,6.0,,60.0 mg,mg,60.0,60.0 mg/6.0 ML,False,False,False
1771,calcium carbonate 1250 mg (500 mg elemental) tab,calcium carbonate,Not Recorded,none,2,,,,1250.0 mg,mg,1250.0,none,False,False,False
1772,calcium gluconate 1 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,100.0 mL,1138,mL,100.0,,1.0 gm,gm,1.0,none,True,False,False
1773,calcium gluconate 1 gm/50 mL IVPB,calcium gluconate,Not Recorded,50.0 mL,735,mL,50.0,,1.0 gm,gm,1.0,none,True,False,False
1774,calcium gluconate 1 gm/50 mL NS IVPB,calcium gluconate NS,Not Recorded,50.0 mL,5,mL,50.0,,1.0 gm,gm,1.0,none,True,False,False
1775,calcium gluconate 10gm/100ml inj,calcium gluconate,Not Recorded,100.0 mL,71,mL,100.0,,10.0 gm,gm,10.0,none,False,False,False
1776,calcium gluconate 2 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,100.0 mL,254,mL,100.0,,2.0 gm,gm,2.0,none,True,False,False
1777,calcium gluconate 3 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,100.0 mL,5,mL,100.0,,3.0 gm,gm,3.0,none,True,False,False
1778,calcium gluconate 5 gm/50 mL inj,calcium gluconate,Grams/Hour,50.0 mL,116539,mL,50.0,,5.0 gm,gm,5.0,none,False,False,False
1779,cangrelor 50 mg inj,cangrelor,Microgram/Kilogram/Minute,none,8489,,,,50.0 mg,mg,50.0,none,False,False,False
1780,caplacizumab-yhdp 11 mg kit,caplacizumab-yhdp,Not Recorded,none,2,,,,11.0 mg,mg,11.0,none,False,False,False
1781,carfilzomib 10 mg inj,carfilzomib,Not Recorded,none,2,,,,10.0 mg,mg,10.0,none,False,False,False
1782,casirivimab 1332mg inj,casirivimab,Not Recorded,none,1,,,,1332.0 mg,mg,1332.0,none,False,False,False
1783,casirivimab 1332mg inj,casirivimab REGN 10933,Not Recorded,none,15,,,,1332.0 mg,mg,1332.0,none,False,False,False
1784,casirivimab 300mg inj,casirivimab REGN10933,Not Recorded,none,147,,,,300.0 mg,mg,300.0,none,False,False,False
1785,casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab,Not Recorded,10.0 mL,36,mL,10.0,,600.0 mg,mg,600.0,600.0 mg/10.0 ML,False,False,False
1786,casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab 600-600mg,Not Recorded,10.0 mL,243,mL,10.0,,600.0 mg,mg,600.0,600.0 mg/10.0 ML,False,False,False
1787,ceFAZolin 1 gm in NS 50mL ivpb,ceFAZolin in NS,Not Recorded,50.0 mL,11625,mL,50.0,,1.0 gm,gm,1.0,none,True,False,False
1788,ceFAZolin 2 gm/50 mL IVPB,ceFAZolin,Not Recorded,50.0 mL,1068,mL,50.0,,2.0 gm,gm,2.0,none,True,False,False
1789,ceFAZolin 2 gm/60 mL D5W IVPB,ceFAZolin,Not Recorded,60.0 mL,1491,mL,60.0,,2.0 gm,gm,2.0,none,True,False,False
1790,cefEPIME 1gm inj,cefEPIME,Not Recorded,none,20943,,,,1.0 gm,gm,1.0,none,False,False,False
1791,cefEPIME 2gm inj,cefEPIME,Not Recorded,none,162213,,,,2.0 gm,gm,2.0,none,False,False,False
1792,cefOXiitin 1 gm inj,cefOXitin,Not Recorded,none,1255,,,,1.0 gm,gm,1.0,none,False,False,False
1793,cefOXiitin 1 gm inj,cefoxitin,Not Recorded,none,2105,,,,1.0 gm,gm,1.0,none,False,False,False
1794,cefOXiitin 2 gm inj,cefOXitin,Not Recorded,none,4325,,,,2.0 gm,gm,2.0,none,False,False,False
1795,cefOXiitin 2 gm inj,cefoxitin,Not Recorded,none,3556,,,,2.0 gm,gm,2.0,none,False,False,False
1796,cefTAZIDime 1gm inj,cefTAZIDime,Not Recorded,none,25474,,,,1.0 gm,gm,1.0,none,False,False,False
1797,cefTAZIDime 2gm inj,cefTAZIDime,Not Recorded,none,91054,,,,2.0 gm,gm,2.0,none,False,False,False
1798,cefTRIAXone 1 gm IV inj,cefTRIAXone,Not Recorded,none,75020,,,,1.0 gm,gm,1.0,none,False,False,False
1799,cefTRIAXone 1gm IM inj,cefTRIAXone,Not Recorded,none,350,,,,1.0 gm,gm,1.0,none,False,False,False
1800,cefTRIAXone 1gm IM inj,ceftriaxone,Not Recorded,none,8779,,,,1.0 gm,gm,1.0,none,False,False,False
1801,cefTRIAXone 2 gm IM inj,cefTRIAXone,Not Recorded,none,67,,,,2.0 gm,gm,2.0,none,False,False,False
1802,cefTRIAXone 2 gm inj,cefTRIAXone,Not Recorded,none,137856,,,,2.0 gm,gm,2.0,none,False,False,False
1803,cefTRIAXone 2 gm inj,ceftriaxone,Not Recorded,none,3877,,,,2.0 gm,gm,2.0,none,False,False,False
1804,cefTRIAXone 500mg IM inj,cefTRIAXone,Not Recorded,none,40,,,,500.0 mg,mg,500.0,none,False,False,False
1805,cefaZOLIN 1 gm OR syringe,cefaZOLIN,Not Recorded,none,107336,,,,1.0 gm,gm,1.0,none,False,False,False
1806,cefaZOLIN 1 gm inj,cefaZOLIN,Not Recorded,none,174682,,,,1.0 gm,gm,1.0,none,False,False,False
1807,cefaZOLIN 1 gm/50 mL Iso-Dex,cefaZOLIN in Iso-Dex,Not Recorded,50.0 mL,2168,mL,50.0,,1.0 gm,gm,1.0,none,True,False,False
1808,cefaZOLIN 2 g/20 mL OR syringe,ceFAZolin,Not Recorded,20.0 mL,4,mL,20.0,,2.0 g,g,2.0,2.0 g/20.0 ML,False,False,False
1809,cefaZOLIN 2 g/20 mL OR syringe,cefaZOLIN,Not Recorded,20.0 mL,2,mL,20.0,,2.0 g,g,2.0,2.0 g/20.0 ML,False,False,False
1810,cefaZOLIN 2 gm OR syringe,cefaZOLIN,Not Recorded,none,32,,,,2.0 gm,gm,2.0,none,False,False,False
1811,cefaZOLIN 500 mg inj,cefaZOLIN,Not Recorded,none,1081,,,,500.0 mg,mg,500.0,none,False,False,False
1812,cefepime 2 gm/NS 50 mL IVPB,cefepime,Not Recorded,50.0 mL,842,mL,50.0,,2.0 gm,gm,2.0,none,True,False,False
1813,cefiderocol 1 gm inj,cefiderocol,Not Recorded,none,1019,,,,1.0 gm,gm,1.0,none,False,False,False
1814,chlorproMAZINE 50 mg/2mL inj,chlorproMAZINE,Not Recorded,2.0 mL,306,mL,2.0,,50.0 mg,mg,50.0,50.0 mg/2.0 ML,False,False,False
1815,clindamycin 6mg/1mL/NS neonate syringe,clindamycin in NS syringe,Not Recorded,1.0 mL,16,mL,1.0,,6.0 mg,mg,6.0,6.0 mg/1.0 ML,False,False,False
1816,clofarabine 20 mg/20mL inj,clofarabine,Not Recorded,20.0 mL,19,mL,20.0,,20.0 mg,mg,20.0,20.0 mg/20.0 ML,False,False,False
1817,coagulation factor IX recombinant 1000 units,factor 9,Not Recorded,none,10,,,,1000.0 unit,unit,1000.0,none,True,False,False
1818,coagulation factor IX recombinant 2000 units,factor 9,Not Recorded,none,2,,,,2000.0 unit,unit,2000.0,none,True,False,False
1819,coagulation factor IX recombinant 3000 units,factor 9,Not Recorded,none,89,,,,3000.0 unit,unit,3000.0,none,True,False,False
1820,coagulation factor IX recombinant inj,coagulation factor IX,Not Recorded,none,7,,,,none,,,none,False,False,False
1821,"coagulation factor Xa (recombinant), inactivated-zhzo (ANDEXXA)",coagulation factor Xa,Milligram/Hour,none,53,,,,none,,,none,True,False,False
1822,cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine liposomal-daunorubicin liposomal,Not Recorded,none,3,,,,100.0 mg,mg,100.0,none,True,False,False
1823,cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine-daunorubicin lipo,Not Recorded,none,151,,,,100.0 mg,mg,100.0,none,True,False,False
1824,deferoxamine 2 gm inj,deferoxamine,Not Recorded,none,5,,,,2.0 gm,gm,2.0,none,False,False,False
1825,defibrotide 80 mg/mL 2.5ml inj,defibrotide,Not Recorded,2.5 mL,91,mL,2.5,,80.0 mg,mg,80.0,none,False,False,False
1826,dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone,Not Recorded,1.0 mL,7428,mL,1.0,,10.0 mg,mg,10.0,none,False,False,False
1827,dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone.,Not Recorded,1.0 mL,4235,mL,1.0,,10.0 mg,mg,10.0,none,False,False,False
1828,dexamethasone 10 mg/mL 1 mL inj,dexamethasone,Not Recorded,1.0 mL,1718,mL,1.0,,10.0 mg,mg,10.0,none,False,False,False
1829,dilTIAZem 5 mg/mL ADD,dilTIAZem,Milligram/Hour,none,87,,,,5.0 mg,mg,5.0,none,True,False,False
1830,droperidol 0.625 mg/mL/NS syr,droperidol,Not Recorded,none,361,,,,0.625 mg,mg,0.625,none,False,False,False
1831,"epoprostenol 750,000 ng (0.75mg) inhale (Veletri)",epoprostenol,Not Recorded,none,11,,,,0.75 mg,mg,0.75,none,False,False,False
1832,eravacycline 50 mg inj,eravacycline,Not Recorded,none,1047,,,,50.0 mg,mg,50.0,none,False,False,False
1833,esmolol 10 mg/mL bolus from bag,esmolol,Not Recorded,none,19,,,,10.0 mg,mg,10.0,none,True,False,False
1834,fentaNYL 2 mcg/mL-ropiv 0.2% EPIDURAL 50mL,fentanyl-ropivacaine 0.2%,Not Recorded,50.0 mL,3,mL,50.0,,2.0 mcg,mcg,2.0,none,False,False,False
1835,fentaNYL 50 mcg/1 mL inj,fentaNYL,Not Recorded,1.0 mL,2258,mL,1.0,,50.0 mcg,mcg,50.0,50.0 mcg/1.0 ML,False,False,False
1836,fentanyl 500 mcg/50 mL PCA,fentaNYL pca,Not Recorded,50.0 mL,1,mL,50.0,,500.0 mcg,mcg,500.0,500.0 mcg/50.0 ML,True,False,False
1837,fentanyl 600 mcg/60 mL PCA,fentanyl pca,Not Recorded,60.0 mL,49,mL,60.0,,600.0 mcg,mcg,600.0,600.0 mcg/60.0 ML,True,False,False
1838,fluconazole 40 mg/mL UD Liquid,fluconazole,Not Recorded,none,4,,,,40.0 mg,mg,40.0,none,True,False,False
1839,gabapentin 300 mg/6 mL liq UD,gabapentin,Not Recorded,6.0 mL,2,mL,6.0,,300.0 mg,mg,300.0,300.0 mg/6.0 ML,True,False,False
1840,ganciclovir 2000 mcg/0.1 mL intravitreal inj,ganciclovir,Not Recorded,0.1 mL,2,mL,0.1,,2000.0 mcg,mcg,2000.0,2000.0 mcg/0.1 ML,False,False,False
1841,gemtuzumab ozogamicin 4.5 mg/4.5 mL inj,gemtuzumab ozogamicin,Not Recorded,4.5 mL,44,mL,4.5,,4.5 mg,mg,4.5,4.5 mg/4.5 ML,False,False,False
1842,glucarpidase 1000 units inj,glucarpidase,Not Recorded,none,1,,,,1000.0 unit,unit,1000.0,none,False,False,False
1843,glycopyrrolate 0.2 mg/mL 2 mL syringe,glycopyrrolate,Not Recorded,2.0 mL,2,mL,2.0,,0.2 mg,mg,0.2,none,False,False,False
